100
,1.988688,2.370516,,1.363347,2.298460,2.520217,1.281721,,1.337567,1.482529,,2.508221,1.818624,2.004353,2.228778,2.401694,2.324164,,,,3.746484,3.053678,3.190707,,2.738951,,,,,2.152226,1.295353,1.458309,2.263339,1.768138,,2.769121,,2.288999,2.483734,2.495712,,,,1.029305,1.685597,1.243865,,,,1.423552,2.369846,,1.416969,,2.052856,,,,,,1.084399,,,,,,2.652465,3.286623,,,2.833550,1.669829,1.508574,,,2.330788,1.283078,,1.732682,,,1.743890,2.107690,,2.747890,2.832870,1.037131,3.849613,,,1.216231,,1.235846,2.867092,,1.841247,1.152116,2.333510,3.427535
,2.051511,1.399101,,,3.017937,2.367198,,2.048107,1.651489,,2.202607,,1.331076,1.698189,2.110239,1.325297,1.892946,2.857361,,,,,,,,2.895225,,3.828410,,1.544603,3.452464,,,,,1.392378,1.898311,3.199003,,,,,3.497815,1.388719,,,1.566516,,,,,2.133213,1.913857,1.209642,2.697444,1.314943,,1.140759,,1.240928,,2.153455,,2.926280,,,1.222074,,2.352113,1.448500,3.222076,2.229595,,1.948346,,1.246827,,,3.143654,,,,2.102718,,1.169414,1.355201,2.327638,3.011805,,,2.177864,,,,1.823635,1.701932,1.671007,,1.700942
,1.371274,2.252424,,,2.125802,2.549307,2.758281,1.024706,,,1.632883,2.419581,,2.226070,,,,1.958036,,2.098636,,,,,3.121433,,1.549055,3.426784,2.691308,,2.207226,2.021815,2.194579,,2.470128,1.412981,2.700311,1.599576,,,,,,1.680594,1.965475,1.107230,,2.368995,,,1.698077,,1.438638,1.920110,,2.137609,,,1.348241,,,,,,,2.449493,,1.430242,1.699254,,2.406280,1.057474,,2.507248,,3.351262,,1.882530,,,,,1.933303,1.513926,1.860355,,,,,,,1.959439,2.905704,,1.408731,,1.200504,,3.345698
1.513319,,1.834915,,1.984272,,,2.088871,,2.163540,,2.218234,1.264389,,1.976964,,,1.363510,,1.732413,2.035003,1.556133,2.617329,,,,2.410879,,,1.618862,,1.547479,,1.420502,3.175422,1.243788,,,1.222992,1.285896,1.604535,1.763863,2.077634,1.684385,,1.904501,,1.745152,,,3.179850,,1.662622,1.769209,,,1.968058,,,1.472208,,1.166379,,1.771111,,,,,2.321191,,,1.185324,,1.259911,1.910999,,,1.750865,2.358424,,,2.657291,1.695015,1.391270,1.014780,,2.409184,1.036668,2.909822,,,2.258739,,,2.977506,,,1.342958,1.654430,
2.456267,1.650900,,,2.303302,,1.596150,2.296121,,,2.598077,,3.555530,,1.653838,,,,1.645751,,2.673283,,2.849757,,,1.704867,2.510840,1.447774,,,1.952992,2.145976,1.877550,,,2.660685,,,,1.209253,,1.379252,3.303039,1.355545,,1.195085,,1.305817,2.096255,,,2.294462,1.659234,1.835944,,,2.811227,,1.664074,,,2.100561,1.665244,,,3.180518,,,,,,1.744227,,,2.456978,,,3.304861,,,1.544806,1.706170,,,2.448072,,,2.295287,,1.151205,,1.862536,3.025762,,,,2.642614,2.056288,1.226963,1.871254
,1.274905,2.721928,1.669966,,2.205595,2.576161,1.994090,2.221913,1.934575,1.746127,1.237038,1.253407,1.441003,2.141213,2.331585,,,,,1.021735,1.896746,1.936152,3.242252,1.677358,,1.637621,,2.190933,2.297916,,,,,,,1.142142,,,3.129492,,,,,1.703041,,2.750723,3.267798,2.376387,2.416448,1.562735,,,,,,1.324434,,1.121471,,,3.463871,,,,,2.327974,,1.929773,1.729837,,,3.309979,2.385717,,1.029914,,,1.886613,,1.636257,1.767683,,,2.074389,1.728900,,,,1.745650,,,,,2.685811,,,,,1.326319
2.638451,,,,,,1.718931,1.592425,,,2.500159,2.161868,3.054078,,1.853872,2.743941,,,,2.403443,2.424922,,1.396465,1.123435,1.313068,,,,1.719348,,1.698039,2.827256,2.015574,,1.524787,2.853479,,,,1.906219,1.763994,,,,1.187391,,,2.056386,,,,2.253434,,,,,,,,2.492470,1.695233,,2.496505,2.149503,,1.377476,,2.826884,,1.946778,2.898361,2.791988,,1.366759,1.903591,2.271394,1.446843,,,,,2.022247,1.426932,,,1.988433,1.414378,2.359739,1.387581,1.569639,2.081570,,2.984215,1.251568,,,1.723017,1.562580,1.544866,3.439263
1.827118,1.266657,,,,1.634919,,1.088104,1.729566,,1.508588,,2.760591,1.952814,,2.999466,,,2.860677,,1.271249,,1.896792,1.520501,,1.979744,1.125560,,,,,,2.419067,1.837473,,2.269937,1.164940,,,,,,,2.768412,,,1.957101,,1.764530,1.338591,,1.752421,,,,,,3.584507,2.181609,,,2.199257,2.332362,1.035160,,1.231133,1.916766,2.333139,1.415524,,,2.261582,,,2.008896,1.879783,2.921265,1.887144,2.934862,2.934681,2.300265,,,2.422679,2.350550,1.350738,,,2.280318,2.361441,,3.513348,1.746781,2.428026,2.252338,,1.532331,,,
,1.333010,2.221037,2.283697,,,,,1.870859,,,2.828498,,2.209405,3.122139,1.482861,1.729355,2.823297,,,,1.728393,1.776872,,1.637696,1.852140,,1.937450,,,2.916617,,3.579029,1.011126,,1.682726,,,1.727133,,,,2.694366,,2.481561,,1.703366,,,,1.793836,1.019961,,1.587455,,,3.120459,2.788794,,,1.312661,,,,,2.166297,1.318689,1.625765,,1.895970,,2.057485,1.090069,1.799047,1.155761,,,,1.289896,1.711232,,2.872876,3.534970,,2.589280,1.558576,,1.224230,,,1.961347,,1.784448,,,1.918748,1.886144,1.545727,1.453365,1.165359
2.019586,1.300219,,,,,,,,2.642072,2.390042,,2.762634,,2.032957,,2.366871,2.418327,1.139786,2.321858,2.422649,1.517244,,1.509886,,,2.700921,3.243822,,,2.229468,2.269868,,1.538299,,,,1.129279,1.773667,,1.158085,3.351944,3.426557,1.061511,,3.021530,,2.004154,,1.445953,3.027144,1.248336,,1.279344,2.948371,2.917367,3.135944,1.906590,1.197529,1.066226,1.091117,2.646775,2.310887,,2.865345,1.251628,1.863780,2.257735,,,,2.647738,,,2.197509,1.727517,,,2.412721,,1.169954,,,2.757992,,,2.099100,1.985947,,,,,1.544566,3.223366,,1.550348,1.703071,,2.534121,
1.430672,2.327120,1.043732,1.458563,,3.033369,1.236317,,1.271752,,,1.716440,1.763472,2.730503,,,1.573398,1.862475,3.317664,2.398695,,2.410117,1.854515,,2.485814,1.306460,,,2.238574,3.181421,,,,,,,,1.301251,,3.216261,1.147909,,,1.892993,,,,,2.345530,3.138542,,,1.695634,2.130799,,,1.497150,1.987159,,1.566761,2.643884,1.111515,1.718951,,1.231863,1.759087,1.169392,2.630216,,1.700916,,1.562276,3.044082,,,2.623778,,,,2.316357,2.744724,1.515069,1.806526,1.439909,,,2.308175,2.007890,2.443866,,1.599003,,,,1.538537,,,,1.564064,1.945247
1.913233,2.047260,1.169922,,2.025214,1.566815,2.466807,2.274952,,2.555225,,,2.114231,2.091341,1.414443,,2.214043,,2.561445,1.496688,2.051041,,1.081501,,,,1.054457,,2.017809,1.535069,2.563113,,,1.805809,,,,,,,1.121306,,,,1.933180,1.617249,,1.263621,3.581978,1.655200,1.750416,2.084583,2.318387,,1.695443,3.343395,1.355789,,1.633883,,2.406824,1.689847,,2.182327,,1.814307,,3.422982,,,,1.096499,,,1.974389,,1.296639,,1.952222,2.875774,,,2.501911,,,1.221335,,2.638955,,,,2.930738,1.938413,1.446265,2.211927,,3.057627,,1.117027,
1.223383,,1.372254,,1.963440,2.294503,2.656874,,2.083681,,,,,,1.010882,1.838088,,2.493268,,,,2.701754,,,2.572365,,,,,,1.976010,3.453057,,2.252024,,1.709835,,1.982360,,,2.253712,,,,1.769217,,,,2.335858,3.676089,,,1.575870,,1.710968,2.851718,,,2.859025,,1.226596,2.589940,3.413378,1.249704,2.126769,,1.396995,,,,,,,,2.340991,1.336966,2.338035,,,1.798016,,1.320858,2.053818,2.315409,1.921483,,1.749013,,1.547800,,,,1.265118,,,1.829732,2.974057,2.179814,1.396534,1.187645
2.396999,1.098693,,1.174655,,1.447876,1.474912,,2.068947,,2.853314,,,,1.766771,1.521303,,,,2.956842,,,,2.404747,,2.592463,,,,1.447545,1.096863,,,,2.649630,2.512892,,1.585980,1.815777,,,3.330350,,,1.449595,1.827408,1.111302,,,,,,1.924567,,,,2.332888,1.256737,2.425990,2.606072,1.258750,1.437127,,1.940005,1.785275,1.631833,1.177131,1.497439,,,,,1.409291,,1.547436,,,,,,,2.783860,,2.007226,1.773323,,3.764488,,,1.625573,3.260219,1.118568,,1.707841,,1.790610,,1.227444,1.821955,
,3.103836,,2.670384,,2.389216,,1.553816,1.612358,1.146480,1.965484,,1.354533,,2.700280,,1.858607,1.843027,1.578975,,1.908639,1.942645,,1.392273,1.311263,,,1.816531,2.486454,,,1.563357,,,,,,,,3.429004,,,,,3.034026,,2.936957,1.862618,,2.799214,,2.129712,1.303401,1.168739,,,2.540577,,,,,2.124077,,1.185173,,1.464906,,2.244144,1.489098,,1.919457,2.015407,,,1.434034,,,1.773084,,,1.861018,,2.389558,,1.115643,,3.529035,,,2.151519,,,1.069754,1.328751,2.249494,2.510978,,2.206230,,
,,,,2.139855,,1.205742,,2.616193,,,1.946828,,1.737995,3.144948,,,2.875685,,2.690334,1.435491,2.239027,1.018311,,,,1.789771,1.705093,,2.379929,,1.129199,,,1.960268,,,,2.371741,,,1.153303,1.336201,,,,,3.334442,,,1.630339,,1.947913,1.014066,,1.012480,,,,2.209639,2.466467,,3.971801,,2.359223,2.145237,2.081035,1.863579,,,,1.409521,1.317835,,2.540285,1.478998,,,2.249779,1.604238,,,,1.480780,,1.367862,3.065695,1.591555,,,2.961031,2.606023,2.744176,3.104421,2.087669,2.183074,,2.008832,2.299641,1.439083
,,2.250619,1.992980,2.901505,2.129131,3.326175,2.757403,,,2.680356,,,,1.345267,,2.593755,,,1.722287,2.819980,2.251803,1.549604,1.107147,,2.082656,1.138758,,,,,1.748977,,1.654141,,,,,,,2.552603,2.145385,1.622852,,,,,2.377741,2.765962,,1.896362,,3.273110,1.339404,,,1.433451,1.241040,1.575590,1.721793,1.145342,2.626122,1.028723,,,1.908560,1.916571,1.480315,,1.334977,2.014303,2.191926,2.556164,,1.922462,,1.483335,1.616900,2.312989,1.103890,1.781631,,,1.539815,,,2.085769,2.197497,2.594202,,1.848372,,,,,,1.639445,,,2.680118
2.636914,,,,2.297444,,2.506634,,3.143630,,1.952047,,,1.599020,,,,1.587791,,,,2.782254,,,1.999563,,,1.273810,1.538159,1.704747,1.147510,,,,2.055560,1.481507,,,,,,1.053206,,,2.520183,1.065308,1.793256,,,2.030874,1.371220,,2.128073,1.063180,,,,1.564569,2.418424,,1.384781,1.637852,2.193627,1.208180,,2.282006,,1.358960,,,,3.205584,1.208444,1.851119,,1.171771,,2.941162,,2.202691,2.431484,1.841366,,1.224726,,1.129178,,1.577194,1.214140,,1.714864,,,,,1.862696,,,1.271486,3.247657
,,,,1.498619,,,,,1.939581,1.353325,,2.817827,,2.847689,3.143375,,,3.413639,,,,,,,,2.551683,2.117223,,2.216928,,,,,,,,,,1.415302,,3.503309,1.344996,3.781686,,,2.159094,,,1.441030,,2.660520,,2.797710,1.187044,2.333089,,2.415511,,3.056174,1.902646,1.641015,2.000238,,1.363351,3.513413,,1.344165,,3.269353,,,,1.091793,2.244949,1.432516,1.593179,,1.688055,,,3.181241,,1.843595,1.539049,,,,,1.093211,,,,3.011341,,1.411681,,2.711784,1.536435,
,1.910258,2.514497,,,1.477798,,,1.435597,,1.134006,1.016803,1.423965,1.768027,,2.117010,,,2.511769,2.425442,,1.558797,2.285914,,,,,,1.321459,,,1.824249,1.994297,,1.507339,,,1.659488,3.656055,,2.236323,1.137065,2.309106,,,,1.979133,1.699310,,2.056942,,,1.883074,1.706844,,1.081851,1.406095,,1.016455,1.736716,,1.871290,1.686780,,,1.357064,,2.930638,,2.112403,1.451364,1.586764,2.102748,,,1.836885,2.687836,2.295896,,,,,,2.939492,1.750482,1.079488,,1.068187,1.834492,2.490191,,,,1.976169,2.636806,,,,,2.505426
2.024558,1.428160,,,,2.255085,1.370786,,,,,2.487148,,,2.633413,3.237476,,,1.440832,1.597368,,3.433402,1.623579,1.220415,1.378334,,,,1.679957,1.476229,,,,1.471233,,,,,1.754625,1.635293,,1.358364,,2.218292,1.793756,1.024606,,1.049668,1.452291,,1.695962,,,,1.301522,,,,1.370017,,3.110443,2.390489,3.077942,,1.865011,3.407484,1.670832,,,2.050998,1.605545,3.405284,,,,1.791452,2.845211,3.820800,,,2.231616,2.276993,,,1.568121,,1.025521,,,,,3.176350,,,2.385303,2.949304,,,2.078967,1.448357
1.711175,1.339702,,,1.802435,,1.236761,3.612288,,3.109089,1.880601,,,,,1.220105,1.228441,,1.441836,,,2.284542,,1.491121,1.653885,,,,2.083466,3.137819,,,2.015648,2.287867,,,2.171275,1.628890,1.162398,,,,2.912275,1.575074,,1.086250,2.787716,1.449185,,1.961103,,2.428137,,1.282824,,3.067613,2.396789,1.531155,,1.595781,,,,,1.689892,2.005761,1.906307,2.587911,,1.110906,,,,1.449777,1.226494,,1.042015,1.025009,,2.666373,2.341552,,1.411703,,,,1.195151,2.894185,,1.444747,1.485907,,,,1.180249,,1.299378,3.138194,1.598339,
2.171637,,,1.314183,,,,,,,,,1.216002,,2.012379,2.872093,,,1.301787,,,,1.905557,,1.240578,,,1.924252,1.477696,3.411957,,,,,3.300733,,2.154214,,1.645277,1.666509,1.256583,2.019249,,,1.151792,2.781858,,,,,2.980005,,,1.154128,,1.763403,1.118998,1.378767,,1.552655,,2.420870,1.144366,,,,,1.915457,,2.556472,,2.772273,,2.643667,2.901563,,,2.504970,,,,2.287675,,,2.024607,1.903645,,2.358718,,,,,,3.264154,2.847450,3.146168,,1.954542,,1.592891
1.707238,,2.017650,,,,1.398296,2.500336,2.014710,,2.842574,1.975168,1.116359,2.735957,,1.751505,,2.537976,2.153813,,1.284344,,3.090850,,1.703380,,1.350927,1.051081,3.315802,1.223663,1.439169,,3.228740,,,1.157936,2.255055,1.440574,2.545948,,2.168362,1.293934,,,1.009370,1.346217,,2.846234,2.303517,2.927542,2.770604,2.738927,,1.938949,,1.158926,2.165543,,1.005265,,,,,1.099983,2.534445,,,,3.220111,,,,,,1.152165,,2.762537,1.247074,,1.562838,1.857966,,1.333918,,,,2.875529,1.376765,2.763692,,,2.419689,1.551736,1.360651,2.223017,2.817213,2.005498,1.708979,1.970382,
,3.681594,,,,2.408744,,,,,,,2.602371,,,2.067551,,,2.484067,3.275544,2.497887,2.773623,2.553720,1.142747,,2.282414,,,,,3.307689,2.244169,1.368922,,,,1.194821,,2.159273,,,1.626123,,3.152898,,,,1.898047,2.601302,,1.686973,1.075892,,1.175680,3.206587,,1.134982,,,1.090207,,,1.152824,2.945544,,3.237308,1.473664,,1.134667,,,2.132467,,,1.094670,,,1.787931,,1.945469,2.615614,2.459350,,,,,1.261046,,,,,,2.270240,,,2.328062,,,1.585908,2.312945
2.428650,2.049879,1.460834,,1.284383,2.594525,,2.323783,,,1.597241,2.440417,1.835989,,,1.086783,,3.185325,,3.353130,1.463352,2.794258,,,,3.357068,2.506814,,,1.421279,1.064002,1.456048,,,2.052819,,1.266850,2.030571,1.007981,1.134795,2.219362,1.785153,,,,,2.590002,,,,,,,,1.909911,,2.660525,,,,3.458882,,,1.285221,1.417394,,,1.713580,1.572350,1.202732,2.518780,1.666643,,1.971405,1.988447,1.148673,2.347381,,1.161605,1.583695,,3.255364,1.613947,1.087972,,,,2.078583,,3.116330,1.183949,,1.789278,2.993551,,,1.666569,2.721147,,3.059449
