128
1.164152,1.093436,1.054180,1.065005,1.292545,1.014199,1.191840,1.010083,1.001113,,,,,,,1.119728,,1.110219,,,1.122464,1.072515,1.215681,,1.014693,,1.372838,1.294219,1.049769,1.144234,1.022488,1.115261,,,1.077900,1.133628,1.145474,1.190942,,,1.072077,,1.052490,1.192202,,1.035066,,1.003353,,1.235749,1.238801,,,,,,,1.211826,1.338184,1.093496,1.179653,1.054713,,1.087870,1.113372,1.265080,1.368392,1.019925,1.138295,1.065424,1.132051,1.001576,1.211351,1.520381,,1.108099,1.000138,1.010282,1.115140,1.079461,,1.462146,1.133537,1.322140,1.143043,,1.085189,,1.232953,1.132930,1.127698,,1.049156,1.321849,1.317836,1.159945,,1.043954,1.205613,1.019226,,,,1.034473,1.532539,,1.171226,1.193536,1.004736,1.121125,,1.078313,1.092718,,1.434772,1.076499,1.089485,1.183334,1.480433,1.033933,,1.220002,1.045657,1.032421,1.086851,1.248158,1.069226,1.068630
1.128138,1.429655,,1.037353,,1.250461,1.069010,1.117846,1.250959,1.290214,1.151424,,1.247644,1.061988,,1.035880,,,1.246972,1.004765,1.336436,1.170522,1.140339,1.173627,1.137769,1.011170,,1.210176,1.006490,1.176011,,1.263771,1.126256,1.071588,1.192403,1.030384,1.012143,,,1.212784,1.621379,1.086726,1.102173,1.008916,,1.014719,,,1.277375,,1.019016,1.031070,1.214139,1.071557,1.257854,1.010073,1.009397,1.187786,1.178380,1.235997,1.076293,1.020187,1.119278,1.051885,1.225473,1.236441,1.247337,1.056136,1.001601,,1.521851,1.006819,1.036693,1.127904,1.064770,1.235837,1.089667,,,1.029089,1.262694,,,1.115045,1.024118,1.434969,,1.021904,1.088035,1.124537,,1.062405,,1.405010,1.332182,,1.098369,,1.332597,,1.099737,1.078922,1.014333,,1.510226,,1.110709,1.016210,1.056140,1.075938,1.014947,,1.027075,1.254322,1.057710,1.217183,,1.168242,1.312326,,1.130241,,1.063091,1.589632,1.020774,1.028214,1.229265,1.017562
1.083409,1.022608,1.109294,1.097053,1.165768,,1.074701,,1.126092,1.448840,1.054374,,,,1.083887,1.085124,1.104822,1.154454,,1.200109,1.320910,1.063013,,1.009095,1.556057,1.015353,,1.177323,1.103295,1.089087,1.174814,1.339906,1.053792,1.075329,1.090329,1.296031,1.210666,1.043991,,,1.472318,1.305661,1.027757,1.022138,1.128749,1.001496,1.047735,,1.700692,1.276952,1.158829,1.049882,1.124875,1.474065,1.303462,1.013878,1.023116,1.267764,,1.112535,1.075499,1.062908,1.233421,,1.067349,,1.015780,1.014882,1.106781,1.089576,1.127588,1.052779,1.017441,1.018064,,1.001550,1.412772,,,,1.065827,1.074859,1.045475,1.076237,,1.250216,,1.057065,1.267116,1.053305,,1.023837,1.334936,1.192187,1.304804,1.081863,1.066001,1.333269,,1.025226,1.051933,1.107084,1.014518,1.356522,1.319669,,1.509161,1.346797,1.084080,,,1.097740,1.316054,,1.154864,1.074593,1.167692,1.036119,1.074256,1.003957,1.128440,1.247748,,1.050141,,,1.063253,1.646809
1.203054,1.401860,1.083050,,1.140782,1.015286,1.031629,1.110234,1.376016,1.384665,1.041269,1.054047,1.241807,,1.016211,1.049730,1.038025,1.089736,,,1.212030,,1.164461,1.200987,,,1.088061,,,1.068638,1.205715,1.054728,1.332202,,1.077835,1.168959,1.238470,1.014671,1.180859,1.037241,1.007781,,1.045061,1.206993,1.216195,1.362489,,1.215000,1.391767,1.108126,1.200501,1.023410,1.163232,1.041631,1.105053,,1.133600,1.006545,,1.038319,1.059342,1.064400,,1.206647,,1.128856,1.208811,1.052843,1.077201,1.111264,1.132537,,1.100358,,1.081650,1.039687,1.014053,,1.047778,1.012628,1.043236,1.018827,1.016467,1.005991,1.214996,1.002705,,1.013696,,1.123243,1.315058,1.260134,,1.205613,1.022340,1.065537,1.096172,1.299628,1.022677,1.167385,,1.116840,1.014897,1.238833,1.171411,1.080389,,1.175013,1.169943,1.442013,1.036331,1.403513,,1.080405,1.073945,,,1.024484,1.108682,1.030934,,,,1.006006,1.073888,1.185593,1.465848,1.159498
,1.003527,1.138094,,,1.126481,,1.174883,,1.001229,1.159833,,,1.333761,,1.041481,1.198167,,1.076796,,1.100958,1.372869,1.008358,1.117293,,1.007488,1.181536,,1.047083,,1.017644,1.030602,1.050898,1.158410,1.146540,,1.041620,1.383938,1.089556,1.082508,1.098204,1.055769,1.002626,,1.002083,1.126890,1.338121,1.024874,,1.094887,,1.112151,,,1.040596,1.305147,1.191104,1.199361,1.065974,1.110701,1.024467,1.044063,1.235404,1.182423,,,1.340697,,1.015748,,1.324941,,1.259178,,1.100279,,1.065359,1.175012,,1.142275,1.296914,,,1.011477,1.095117,1.224723,,1.092310,,1.088684,1.077818,,,,1.184737,1.136278,,1.146843,,,1.001936,1.032156,1.130580,,1.103579,1.177597,1.110290,1.044773,,1.142559,1.227725,1.028618,1.097915,1.081023,,1.090344,1.029397,,1.231600,,1.520379,,1.078670,1.040463,1.210238,1.240153,,1.369443
1.425652,1.102473,1.443013,1.011990,1.081796,1.212666,1.097487,1.224427,,1.011001,1.135887,1.283467,,,1.294445,,1.059317,1.132108,1.237178,1.007553,1.081160,,,,1.030577,1.247296,1.020485,1.071338,1.016044,,1.085414,,1.017668,,1.127874,1.210424,,1.223244,,1.021428,,1.073476,,1.396373,1.157238,1.152006,,1.040004,,1.157655,1.223252,,1.142650,,1.252106,1.000293,1.025726,1.098029,1.128394,1.239316,,1.028540,1.045393,1.205965,1.150521,,1.069104,1.036747,1.019692,1.077081,,1.038072,1.269573,1.056061,1.049558,1.053088,1.225026,,1.075038,1.037911,,1.311216,1.021785,1.046726,,,1.257600,1.185905,1.104603,1.299468,1.232968,1.029778,1.058527,1.076909,1.195691,1.018601,1.016902,1.059493,,1.169431,1.026452,1.005324,1.066009,1.024327,1.036692,1.006492,1.236231,1.497285,1.106802,,1.251880,1.077466,1.024556,1.098848,1.227555,1.113019,,1.045411,1.192342,1.166010,1.252732,1.201853,1.083809,1.069004,1.211930,1.079340,,
,1.172254,1.062676,1.465719,,1.346113,,,1.081861,1.004968,1.250084,1.238787,,1.069782,,1.226123,,1.064825,,,,1.182571,1.279557,1.097588,1.186417,1.255665,1.063220,,1.087662,1.084048,1.021471,,1.101730,1.283333,1.146744,,1.502951,1.231803,,1.062101,1.078582,1.077935,1.071727,,1.367793,1.072937,1.182613,1.062424,,1.290902,1.050721,,1.002957,,,,1.297000,1.008560,,1.150965,1.068811,,1.082386,1.086873,1.121842,1.107633,1.005009,1.389643,,1.154823,1.148627,1.388124,1.098809,1.216977,1.035308,1.118088,1.165171,1.046964,1.064469,1.270700,,1.002199,1.211557,1.188918,1.271415,,,1.189470,1.051297,1.516562,1.157236,1.053037,1.089644,1.164053,1.094044,1.038469,1.081659,1.090697,1.046425,,1.132421,1.301939,,1.035831,1.393497,1.043294,1.180041,1.135003,,1.204985,1.036695,1.063950,1.017996,,,1.202946,1.404577,1.118878,1.079031,1.030812,1.169636,1.208763,1.238443,1.060766,1.155268,1.045613,,
1.062178,1.209563,,1.127108,1.342799,1.036107,1.284400,1.008706,1.025958,,,1.209294,1.084946,1.230416,1.325558,,,,,1.149806,1.005234,1.155730,1.117520,1.428708,1.120488,,1.234167,1.114116,1.245466,1.124229,1.244376,1.022756,1.155257,1.355193,1.386384,1.026388,1.217523,,1.072805,1.014664,1.129667,1.085648,1.132930,1.226353,1.053740,1.150878,1.347247,,1.276875,1.204235,1.205892,,1.025384,1.059108,1.151669,,1.124301,1.298627,1.046627,1.296278,1.062953,1.415470,1.379708,1.393134,,1.053894,1.345028,,,1.016293,,1.076499,1.045129,1.105567,1.027676,1.125167,1.058605,1.248528,1.277360,,1.132051,1.369504,1.078509,1.144100,1.124667,,1.055351,1.031238,1.135301,1.263636,,1.097202,1.203669,1.227041,1.304349,,,1.253273,1.011330,1.242943,1.124784,1.093014,1.379020,1.008170,1.333084,1.116626,1.043114,1.425037,1.016074,1.011100,1.049063,1.216538,1.063127,,1.063795,1.092292,1.094529,1.411260,1.028653,1.026558,1.148696,1.378837,1.445224,1.045434,1.002279,1.142547,1.267229,1.132415
1.168215,,,,,,1.027784,1.142946,1.108431,,,1.142587,1.103071,1.100906,1.229734,1.042143,1.211405,1.341349,,1.125303,1.030239,1.010156,1.142390,1.125469,1.246845,,,1.069450,1.002822,1.032683,,,1.051038,1.096953,1.150615,1.117655,1.178834,,1.051389,1.112631,1.049304,1.245390,1.016703,1.010761,1.064200,1.337042,1.078252,,,1.097728,1.027315,1.117551,1.146003,,,,1.017385,1.000884,1.099093,1.103461,1.130909,,1.026446,1.210731,1.723786,1.165581,1.336991,1.145262,1.092791,,1.114609,,,1.075038,,1.398654,1.007172,1.261678,1.140083,,1.119373,,,1.008403,1.071138,1.319780,,1.163055,1.156055,1.003317,1.112585,,,1.147192,1.556666,1.173531,1.088254,,1.011153,1.045850,1.053401,1.068330,1.027530,1.016611,,,,,1.073016,1.054386,1.218719,1.484915,1.090622,1.036740,,,1.237434,,,1.226137,1.038103,1.224628,1.018874,1.244113,,1.019829,,1.134377
,1.050721,1.063230,1.038553,1.039859,1.072107,1.043605,1.197283,,1.057948,1.128405,1.111074,1.007008,1.062062,1.024421,1.104356,,1.049204,1.033185,,,1.138145,1.382848,1.336203,,1.023051,1.018443,,,1.046029,1.092840,,1.232211,1.135231,,,1.107253,1.357145,1.100683,1.428431,,1.285677,,1.016805,1.159678,1.026385,,1.064884,1.258922,,1.061519,,1.036147,,1.104854,,1.527556,,1.086187,1.185080,,1.313793,1.304249,1.169311,1.014819,1.065117,1.038013,1.129579,1.306687,,1.246785,,1.178583,1.043082,1.168458,,1.101752,1.063559,,1.012041,1.319298,1.139952,1.159609,1.467888,1.037990,1.072399,1.252070,1.414391,,1.154416,1.184529,1.119208,1.074207,1.015400,1.043423,1.261811,,1.031193,1.357041,1.536045,1.169838,1.122046,1.288824,1.305527,1.314806,1.058420,1.058118,,,1.059426,1.162639,1.080061,1.052423,,1.030217,,1.390216,1.087181,1.027042,1.046875,1.071150,1.424018,1.123027,1.171160,1.068940,1.005214,1.128280,
1.006515,1.089539,,1.162537,1.012558,,1.177281,1.265292,1.181759,,1.209865,,1.365796,1.192122,1.090941,,1.094147,,1.061265,1.132533,,,1.016126,1.003932,1.654957,1.168818,1.221464,,1.072901,1.073920,1.028312,1.203064,1.067074,1.060662,,1.060569,1.074372,,,1.398004,1.119522,1.009375,1.156285,,1.496334,1.317570,,,1.199215,1.004495,1.207411,1.211802,1.151854,1.169347,1.041542,1.120917,1.164674,1.016268,,1.235929,,1.023650,1.172020,1.056827,1.006443,1.107700,1.090969,1.096221,1.073910,,1.070621,,1.375167,1.002726,1.059007,1.016688,1.003484,1.024685,1.143495,1.059833,1.053170,1.207466,,,1.020304,1.014693,1.253594,1.392265,1.039975,1.130127,1.013821,1.426882,1.085123,1.355459,,1.046104,1.474613,,1.100928,1.344624,1.084685,1.158201,1.026565,1.379646,1.041875,1.185077,1.174926,1.028198,1.498571,,1.258597,1.081703,,1.062223,1.017225,1.130268,,,1.210590,1.394795,,1.331909,1.224802,,1.424750,1.064407,1.064788,1.207998
1.087779,1.064323,,1.186121,,1.150030,1.024904,,1.030522,1.000321,1.028713,1.051960,,,,1.012782,1.030623,1.070519,,,,,1.315366,1.297427,,1.200389,,1.093763,1.002293,1.091422,1.343360,,1.292912,1.249889,,,,,1.507050,1.172465,1.288346,1.079849,1.196423,1.088644,1.062049,,1.101717,1.239616,,1.000405,,1.137179,1.004921,1.345541,1.073023,,1.091988,1.363349,1.046032,,,1.213450,1.075165,1.083541,1.127256,1.222691,1.161213,1.103861,1.221402,1.041893,1.137703,,1.047153,1.110846,1.041684,1.029904,1.284358,1.088819,,1.110368,,1.293540,1.093541,1.142256,,1.221051,1.086675,1.044197,,1.140714,1.144293,,1.113613,1.128443,1.195460,,1.034303,,1.405933,1.296446,1.207374,1.005780,1.182546,1.171212,1.164778,,,1.033544,,,1.074175,,1.209247,1.042226,,1.081214,,1.049006,1.061133,1.086307,,1.324136,,1.043002,1.376171,,,
,1.170620,,1.050935,,1.107152,1.163185,1.018604,1.110165,1.019449,,1.057863,1.032936,,1.270977,,1.198426,1.227319,1.510560,,1.483049,1.037364,,1.006227,1.008419,1.379866,1.046004,1.111375,1.084820,1.297521,1.020023,1.285246,1.280172,,,1.159621,1.017003,1.169648,1.138737,1.052315,1.055874,1.060899,1.021342,,1.013219,1.162446,1.106986,,,1.019823,,1.221100,1.157560,1.188338,1.067321,,,1.040103,,1.004631,1.382634,1.053797,,1.111280,1.170665,1.001644,1.174679,,,,1.212258,1.044990,1.323460,1.015352,1.288768,,1.396401,1.027696,1.059423,,1.002206,1.081030,1.115354,1.369027,,1.028005,1.037697,1.253846,1.133751,1.058038,1.241707,1.144719,,1.045631,,1.181564,,1.040066,1.115198,1.015352,,,1.212293,1.043745,1.062505,,1.194351,1.036048,1.194792,,1.086828,1.001755,,1.072751,1.150492,1.138193,1.002034,1.111961,,,1.054080,1.034194,,1.067342,1.176624,1.054670,1.302725,1.119500
1.015948,1.043738,1.031423,,1.074268,,1.424183,,1.504893,1.068559,1.020859,1.198772,,1.054384,1.172746,,1.218199,,1.084240,,,1.007078,1.190629,,,1.014783,1.013456,,1.201424,,1.028373,1.079857,1.385988,1.002752,1.123806,1.492790,1.344421,1.155123,1.152448,1.278307,,,1.064826,,1.021358,1.039676,1.010265,,1.097782,1.185788,,,,,1.203973,,1.171036,1.264295,1.122877,1.180884,,1.307008,1.172575,1.180143,1.118939,1.043588,1.101446,,,1.067708,1.153732,1.000731,,1.169354,1.063786,,,,1.267014,1.151391,,1.051922,1.370160,1.228985,,1.159418,1.017274,1.034851,1.191626,,1.292610,,,1.252765,1.038777,,,1.023874,1.286303,1.253632,1.166578,,1.161884,1.009536,1.031431,,,,1.224219,1.059906,,1.068287,1.167412,1.028052,,,1.049243,1.010179,1.095906,1.021107,1.108318,,,1.066277,1.332941,1.076902,1.069911,1.027172
1.047429,,,1.076054,1.048445,1.415589,1.084608,,1.135746,,1.054071,,,1.039248,,1.175756,,1.043156,1.064509,1.501132,1.006011,1.082070,1.349646,1.063020,,,1.002224,1.019285,,1.003462,1.215945,1.027512,1.004963,1.072102,1.044368,1.090054,,,1.242455,1.017095,1.069381,,1.144980,1.077901,1.041870,1.128216,,1.006079,1.033020,1.018363,1.123709,1.061540,1.018088,1.071809,1.208708,,1.204580,1.292918,1.022858,1.130484,1.239317,1.278002,,1.067280,,1.079243,1.168834,1.078135,1.112225,1.035629,1.006544,,1.008016,1.049689,1.297708,1.000664,1.058076,1.134076,1.152907,1.164417,1.077796,,1.070573,1.023821,1.048467,1.154100,1.060284,1.144949,1.018413,1.161075,1.005939,1.004100,1.004644,1.046321,1.070024,1.093814,1.132115,1.073264,1.496280,1.161952,1.063411,1.111649,,1.042592,1.209825,,,,,1.122867,1.009089,,1.126745,1.370749,1.166738,,1.032952,1.007490,1.005651,,,,,1.050463,1.111794,1.327696,1.057135,1.107340
1.062389,1.019259,1.388694,,,1.007429,1.009136,1.299471,1.177577,,1.071048,1.083784,1.068364,1.056942,1.012652,,1.105659,,1.288940,1.023517,,1.381180,,1.116990,1.007356,,1.044194,1.222357,1.375419,1.000485,1.028045,1.178169,1.114263,,,1.099108,1.114280,,,1.339763,1.077592,,,1.034820,1.013640,1.152358,1.110817,1.210697,1.125563,1.207657,,1.172411,1.381933,1.033742,,1.050129,1.226409,1.011702,1.098389,1.139199,,1.031587,,1.061513,,1.066065,1.038994,1.077074,,1.037899,1.039799,,1.059844,1.008561,1.111949,1.048247,1.043840,,,1.273561,1.192201,,1.207032,,,1.108092,,1.185082,,1.000646,1.028266,1.003049,,,1.187399,1.230932,1.050148,1.044148,1.072298,1.054468,,1.090226,1.086023,1.190712,1.371219,1.260920,1.013745,1.128784,,1.047444,1.159949,1.021179,1.213436,1.032134,,,,,1.056062,1.040398,1.349316,1.153591,1.171431,1.011381,1.008970,,1.048446,
1.071197,1.019838,1.309989,1.257655,1.030837,1.219384,1.015303,1.086722,1.190796,1.011403,,1.054443,1.192222,1.203984,1.210490,1.432795,,1.478004,1.057405,1.219026,1.262739,1.258710,1.229488,1.072132,1.007103,,,1.185075,1.058603,1.228635,1.113110,1.131490,1.119036,1.047651,1.202767,,1.074167,1.129806,1.094875,,1.076852,1.318035,,1.004144,1.087218,,1.211936,,1.179124,1.319717,1.069229,1.115192,1.225397,,1.025682,1.165490,,,,,1.089139,1.289678,1.061567,1.193844,,1.025336,1.033661,1.193332,,,1.238303,,1.137725,1.353703,1.035032,1.114980,1.262685,1.122881,1.024012,1.127979,1.098407,1.088414,1.263909,1.260910,,1.109913,1.109127,1.364910,1.158475,1.045919,,1.082462,1.063397,1.192931,1.053861,1.031116,,,1.103659,1.087461,1.084017,1.064857,1.154578,1.407240,1.016768,1.185506,1.272251,1.156816,,1.042032,,,1.088814,1.015271,,1.016579,1.062562,1.468551,1.400978,1.109548,1.404611,,1.111381,1.829217,1.036971,1.188177,1.061197,1.142269
