144
,,,1.048400,,2.322557,,,,,,1.298676,1.788598,,,,3.035930,,1.337040,,,,,,1.074093,2.036565,,1.870322,,,,1.658516,2.126981,2.068684,1.837236,1.398195,1.387130,,1.117550,,1.972280,1.137490,1.227817,3.320658,1.320805,,,,,1.781681,2.310985,,,,,,1.549466,,1.086169,1.452067,1.933839,,2.449280,3.777082,1.179372,,,2.595909,1.512537,1.489704,2.290346,,1.019861,,,2.585691,1.821277,1.799913,,,2.718482,2.295371,1.929338,1.362146,1.201841,2.104350,2.014259,1.991079,1.383037,1.114354,1.402934,1.168208,2.476519,2.845629,,,,1.475282,2.079202,,2.033908,3.397282,1.740408,,,,1.460349,,,1.382778,1.318495,,2.919374,1.439706,1.416592,2.347723,1.411216,,,1.507348,3.577671,,2.899620,,1.249575,2.307660,,,,,2.409137,,,1.060114,2.125635,,,,,,,,,1.096717
2.090021,,,1.909726,1.735233,2.221537,,2.709262,,,,,,,2.597280,,2.572979,2.351628,1.656785,1.482734,1.356630,2.623846,,2.522752,3.898029,,1.241660,,,2.025821,1.895951,2.917191,,,2.451972,2.012978,1.203915,1.781610,1.098860,,,,2.582945,1.821914,1.857336,,1.949935,,1.324163,,2.640389,2.222347,,,,1.737457,1.842337,,2.314698,1.861724,,1.358419,2.103884,2.400494,1.926733,,2.002791,1.453141,,,,1.119656,,3.801365,1.620573,1.471500,2.492927,,1.339360,2.187099,1.850223,,,2.512800,1.946589,3.144583,,,,3.147454,,,,,2.091828,1.603923,,,2.335500,,2.643153,2.104370,,1.992640,,,,,1.142754,,1.046532,1.657068,3.543483,,1.425763,,,,,,2.646153,2.127992,,1.052500,1.711974,,,2.413837,,1.664163,1.877744,,1.704517,,,2.399577,1.385176,,1.590924,2.807737,2.245406,,,
,,3.961946,2.592538,1.483290,2.517394,2.825136,,,,1.842432,1.790703,,1.701123,,,,,,1.707659,,1.736231,,,1.363717,1.834466,,3.830297,2.072010,1.487889,1.551052,1.693375,3.338086,1.204270,2.415961,,,,,1.353763,2.536699,,3.029453,,3.073760,2.081047,1.630306,,,1.671310,,1.537171,1.531355,,1.565753,2.224505,3.177089,,2.379611,,1.599454,,,1.321069,1.612814,,1.813307,,1.549169,2.336972,,2.828576,1.253518,,,2.434385,1.962318,1.913294,1.222995,1.299297,3.380885,,2.231555,,2.605294,,2.108058,,1.475675,,,,2.352208,,,2.672135,1.787044,1.067424,1.022418,,,,1.912957,,2.412250,2.309336,1.319280,,1.845480,2.426129,1.964494,1.826171,,,,,1.963493,1.130162,2.167108,2.345074,1.039547,1.407032,1.872216,2.347122,2.011662,,,1.970205,1.956392,2.502677,,2.702901,,3.867277,,2.103821,1.822792,2.310894,1.926559,,,1.452812,,2.129555
,,2.514491,,,1.241852,1.567412,,1.865251,,1.936473,2.188078,1.470461,,,1.018033,,1.517600,2.338910,,,,1.136407,,,2.709321,,,,,2.785554,3.323190,,1.685649,1.509384,,3.292345,2.901947,,2.146591,1.728479,,1.348943,1.563088,2.073505,2.471520,,,,,1.187037,,1.715385,,1.320517,2.172886,,2.606797,,,,,2.289465,1.411883,,1.619662,2.131261,1.578165,,3.020331,1.403800,,,,,,1.250277,2.981514,1.777344,,,,,,,2.930873,2.721292,,1.123555,,,1.277237,,2.350195,1.627205,1.665588,,,1.624606,2.182678,,1.231732,,1.025620,,,1.773721,,1.707985,,,,,3.498517,,,2.949757,,2.504128,3.091705,,2.190461,2.899929,,,2.242168,1.339776,,,2.577491,,,1.984134,2.945215,1.249262,,,,1.765639,2.224380,,,,
1.822299,,,,1.884569,,1.796342,2.269858,2.026149,1.507958,,1.082361,,2.635411,,1.099331,,2.020431,,1.540919,,1.316819,1.454927,2.106883,,,3.291836,,1.985453,2.043308,1.811916,1.957221,,,,,,,,1.892087,2.274935,,1.753994,1.624467,1.672487,,1.031708,,,,,,2.045772,1.505936,1.260057,,1.058676,,2.058662,1.919413,,,,1.640064,1.345889,,,,2.175854,,1.234405,,,,1.216319,,,,2.137625,1.803050,1.570152,1.618422,,,,,,,,,2.020980,1.367945,1.534994,2.879039,1.371557,2.969761,,,,,2.966812,1.094585,,,,,2.513520,,1.971214,1.943850,,,2.836010,2.373769,,2.915659,2.146618,,1.467328,2.633608,2.177076,,1.443169,2.077842,1.370025,,,,2.293116,,1.962317,,1.679432,,,1.688715,,,,,,1.856842,,
1.117285,,,2.954514,1.149894,2.047966,,1.869909,,1.078282,1.777434,,3.056298,,2.502021,,,,1.980044,1.569503,3.625718,,,1.859516,1.538732,,,1.692929,2.989613,1.807660,1.712951,,,1.686931,1.038019,2.466473,2.241623,,,,,3.194616,2.665822,1.382996,1.164752,2.520888,2.441232,1.375692,,3.700294,,1.468845,,,,,1.726923,,,2.903175,,,,,,1.820812,2.224989,1.223031,,2.318187,,,,,2.227579,2.092846,2.139367,1.278614,3.047147,2.454671,,1.836303,,1.388227,1.274080,,2.540255,1.071193,2.561055,,1.051831,1.024086,1.000760,,1.213625,,,,2.303580,,,,2.330065,,,,,1.409036,1.966422,1.689411,,3.155396,2.654940,,,1.830306,1.238299,,,,,,,1.220525,2.701422,1.812492,1.476014,,,1.329330,3.091443,1.444929,1.869722,,,2.057645,,,1.493799,1.265368,,,2.740385,2.131679
2.101564,,2.596834,,2.044478,,,,,1.731924,1.793709,2.145028,1.216716,,1.403697,,,,,,2.627609,,2.589104,2.364538,2.758021,1.387894,2.396200,,1.834757,1.845924,,,1.892718,,,1.920047,2.172360,,,,1.002490,1.617111,,1.932104,1.198808,2.154957,2.314252,2.012511,2.067173,2.933115,1.142856,1.157472,,1.854290,1.119498,1.629719,,,,,2.015300,1.278241,,2.465450,,,2.902277,,,1.603502,1.123579,1.217040,,,1.733331,,2.819433,2.133245,,,,,2.972442,1.057979,,,1.130099,,2.039496,,,,,,,1.395101,2.385157,,,2.331597,,1.017244,,,2.631725,2.491780,1.861830,1.536047,2.894700,,,,1.563090,1.347615,1.520896,,,1.727333,1.939806,,1.413218,1.748010,1.203537,,,3.128656,1.379835,,1.249780,1.291857,,,1.327265,1.406390,1.256813,,,1.688540,1.682096,1.610462,1.194110,1.720879,,
1.710434,,1.236140,1.287050,2.210839,2.185695,,1.045785,,,,,,,,1.576255,,,,,,,2.835502,2.697934,,,,,,,2.436992,,1.201574,,,,1.998376,2.131239,,1.737652,2.523504,,,1.804567,1.635193,3.070550,1.449319,3.180828,,,3.053399,1.706225,,1.955834,1.543889,,,1.007517,1.623427,,1.709715,2.145742,,,2.106306,,,,,1.122974,,,,,,,,,,1.151563,1.283024,1.124606,1.745043,,,3.261420,,2.471415,,,1.226280,,1.857844,1.384838,1.601863,,,,,,,2.940304,3.061258,1.262918,,1.056595,1.130628,1.767395,,2.510376,,,,,,2.479547,1.253809,,2.301601,2.786754,,,,1.017055,,1.464583,,,,1.696867,,1.995809,,,2.268309,2.179830,,2.217849,,2.022884,1.423532,3.365770,1.958586,
,,,1.221544,,2.827455,1.223033,1.429027,,,,1.595040,1.084097,,1.913499,2.318392,2.355674,2.827649,,,1.326911,,1.605964,,,,,2.621730,,2.308576,1.177614,1.987049,1.681358,,,,,3.514668,3.146317,1.033403,,,1.600386,,3.303139,3.413215,,,,2.243394,,,1.733795,1.012608,,,,1.829617,,,1.100568,2.014049,1.106275,1.279299,1.321855,,,2.218689,,1.696417,,3.427432,2.209328,,,,,1.083315,,,,,1.653878,,,2.439629,,,,2.219185,,,1.272136,3.045650,,1.774689,,,,2.138877,,3.201893,,,,,,,,3.382449,2.197667,,,2.275714,,2.706238,,1.405994,,2.181262,,1.176287,,3.183026,3.920085,,,2.941813,,,,,1.445096,,,3.431397,3.178673,2.332424,1.237178,,,3.620000,,1.107384
1.321984,2.251019,2.020753,1.226664,,2.807264,,2.125678,,3.539434,1.171834,,2.749548,,,1.077376,1.379208,,1.016209,,,,1.004103,,,2.908183,,,,1.685078,2.692872,,,1.563065,1.528415,1.435992,2.215116,1.434148,,,2.533733,,,3.513624,1.167928,2.082877,2.053857,,,,1.555281,1.926268,,,1.443053,,1.165410,,1.027649,1.393450,,,3.579250,2.927366,2.390640,1.112233,2.522536,1.580503,1.918051,2.692841,1.098253,3.080126,,2.981525,2.075443,,,1.489552,,3.391625,,,,,,,,1.041678,,2.212022,3.305712,,1.635140,,,,,,,,,,2.092922,1.220200,1.169638,,2.871161,2.213536,,1.267804,1.041111,,2.759352,1.950861,1.537705,1.899903,,,,1.503639,1.426132,3.868919,,,,,1.444814,,,1.941492,3.001513,2.394389,1.149182,1.495809,,,2.033956,,3.538132,,1.411832,2.456697,,
,,1.087705,,,,1.944513,2.219085,1.516476,,1.234575,,,,,1.188861,,,,,,1.412313,,,2.180261,1.279960,,1.704079,2.385677,,2.285618,,1.654594,,3.392196,1.582930,,,1.543699,2.777832,2.099903,2.893061,1.247260,,2.387762,,1.722907,,,,1.058906,1.313562,,1.845949,1.228117,,2.119155,,,,,1.363220,,1.357565,2.115078,1.599579,3.904429,1.647119,2.166212,1.177884,,1.241226,1.536103,2.656245,,2.316678,,1.856156,,2.082629,3.452312,,,1.994163,1.464513,1.318976,3.647154,2.137883,,1.299801,1.716712,1.297305,1.464090,,1.249764,2.385953,2.073958,,1.808024,1.765084,,,1.921050,1.062810,,,1.229656,3.178594,,,,,1.849831,,1.598720,,3.054988,,,1.291642,,,,,,2.114058,,,1.276699,,,,1.296024,1.440646,,,1.002112,,,3.452319,,2.410762,,3.209933
2.358422,2.146703,,,1.169675,,,,,,,,,2.791328,1.949316,,,3.008489,,2.996149,1.649193,,2.084676,,,,,,1.852648,,2.184676,1.202523,,,3.432899,,1.474578,2.332583,2.924557,,,1.112709,1.617028,2.750569,2.042281,1.760683,1.093722,,2.257408,,2.944870,1.325129,,2.567334,1.291569,,1.216415,,2.486871,1.479277,,,,,1.249988,1.092546,1.418317,,,,1.045298,2.765401,1.966401,,,2.619796,,,,,1.138383,1.293751,,1.965497,,,1.664679,1.356865,2.443994,,,,1.396378,,2.812445,2.299556,1.392230,,,,2.619368,,1.084113,,,,,,,,2.252239,1.151235,,,2.120957,,,2.242915,,,,1.149846,,,1.288700,,,2.515026,,,2.675432,,,2.067107,1.296866,2.436885,2.698313,1.877703,3.103889,2.258114,,,,
,,2.739188,,,,,,1.325017,1.202273,3.218696,2.148322,2.219782,1.235067,1.905510,,2.088320,,,,2.734863,1.340087,,1.302124,,,3.670749,3.064606,1.343483,1.060809,1.161107,1.838796,,3.407883,,,1.256215,1.992841,2.273381,1.170241,2.369587,1.535595,,2.172995,1.738191,,1.237161,,,,,,,2.021955,,,1.312744,1.185796,,,,1.307912,1.101540,,1.061336,,,,2.297223,,2.061706,,,,1.447387,,1.128363,3.522138,,1.842194,,1.460626,,1.589443,2.333451,1.744952,,,2.233556,,,,,,2.804808,,1.640088,1.567369,,,1.635053,1.389684,,1.870377,2.893894,2.827742,1.911569,1.823769,,,,,1.179042,,3.043565,,,,3.878243,1.986734,,,1.588844,,1.406315,,1.950662,,,1.439477,1.977867,,1.198125,,3.940311,1.934832,2.026051,1.849469,,,1.310536,,,1.708273
,3.346713,,2.886243,2.328150,,1.586318,1.874506,1.784670,3.341496,,,,,1.510360,1.741563,2.116866,1.375137,,2.267856,,1.672101,2.093477,,,1.264472,1.420195,,,,2.220738,2.068106,,,2.173575,,2.289311,,3.113710,1.239174,1.484923,,,,,1.787783,,1.234845,,1.406672,,1.499795,2.641044,,,,,,,,1.013640,1.382765,1.752091,,1.246936,,2.964518,2.054885,,,1.976994,2.261568,2.050932,,1.383467,,,,,,,,1.819667,1.533589,,1.637213,3.181240,,,1.141948,1.667354,1.710540,1.438853,2.345184,2.146930,,,,1.215332,1.119816,2.406260,2.566849,,,,,1.114430,1.315315,,3.067945,2.646918,2.073468,,,,,,,,2.498093,,1.318084,,2.551043,,1.867470,2.244224,1.192183,,1.713163,1.575453,,1.061170,,1.848435,1.326488,1.340704,1.839943,1.638054,,,,1.393319,
1.826646,,,,1.558723,1.411750,,,,,,1.174047,,1.666904,,,,,,,,,,1.154817,,1.786080,3.313607,2.521569,,2.318319,1.036008,1.151349,,,2.074141,2.066409,1.629289,1.848675,,,1.232006,1.466819,,1.181017,1.583570,,,3.360952,,,,,2.776086,,2.590011,,1.602031,,3.219054,,1.778555,1.195680,2.365039,1.648053,1.607286,3.053194,,1.071517,,,,,,3.346007,1.633607,1.504623,2.503244,1.936325,2.178146,,,,,,,1.335037,,,2.644216,,2.546675,1.489163,3.720021,,,2.626457,1.681512,3.726239,1.700240,2.802966,,,,2.652802,1.831509,,,1.565028,,2.642883,,,1.345158,,,1.365043,2.191954,1.707205,2.042460,,,1.434371,3.276284,,,,,2.177523,1.972196,,2.268464,,,1.215699,1.469061,,,1.289259,,,,1.040966,,2.772986
,,2.868671,1.787706,,,,1.702148,,1.113316,3.379818,,2.879844,2.242664,1.264113,,,1.354858,1.647940,,2.603725,1.052072,,,,,,,,,1.862192,2.714164,,1.832572,1.955134,1.080028,,1.953810,,,1.681763,2.938814,,,1.455909,1.520914,3.286065,,,,1.816700,2.302103,,,,,,1.446346,2.503712,1.727091,1.060564,,,1.502097,,,2.038232,,,,1.751665,1.028734,1.344050,,2.056290,2.245652,2.272007,1.661717,,,,,,1.204087,,1.734647,1.040453,,1.008338,,1.610736,1.461577,,,2.324321,,1.239846,,1.689245,,,1.995360,2.042905,,2.475481,1.622615,2.818690,2.425458,,,,1.918656,2.624598,1.774134,1.906369,1.344203,,,,1.092051,1.320078,2.124941,2.515763,,1.521288,,,2.231253,1.003133,,2.149904,,2.626162,,,1.411883,2.544698,,,1.213116,1.663135,,2.015459,
,,,3.296751,3.541718,1.101945,1.837811,,,,1.719588,,,,,1.457320,2.624068,,2.370463,,,,1.571630,,1.262640,2.580658,,1.674734,2.608866,,2.815839,1.243415,,1.115624,1.500582,,,,1.918499,,1.221901,,1.632107,,1.024142,2.537131,1.731131,,,1.166110,,1.818472,,,1.292787,,1.378718,1.242913,,,,1.962278,1.439241,,,1.684086,1.273794,1.537084,,2.612872,,2.098699,1.961735,1.291275,,,,1.032733,,,1.821628,,1.237268,,,,,2.768742,2.513269,1.862374,1.669393,,2.143676,3.117409,1.968798,2.990356,2.396265,3.497046,2.174404,,1.520028,,,,,1.358411,,2.517609,,,2.291985,,2.160060,1.978438,,,,,,,,,,,1.944331,,,1.151789,,,1.390543,,,,,,1.187586,,2.177346,,,1.417296,1.276119,2.077464
1.098150,2.662374,2.146694,,,,,3.591471,,2.493378,,1.724044,1.889538,,,,,,,1.105723,1.714629,2.106135,1.918669,2.301622,,,1.600352,,,2.755615,1.127067,1.794639,,1.901857,,1.435930,,,1.875023,,,1.445934,,2.996304,3.618536,1.277777,,,,1.274356,,,,,,,1.495843,,1.881764,,,2.276859,1.228585,2.700548,2.200706,2.029570,1.865651,,2.592439,,1.593258,,,1.254864,2.535731,2.466353,,1.634740,,,2.021618,2.918151,1.863052,,1.142150,2.101343,,,,,,,1.257771,2.708240,3.653331,,,3.862195,2.534214,1.930924,,1.948025,3.718111,,,,1.176844,,1.542511,,2.238284,,3.285687,1.944064,,,1.018713,1.080119,,,1.055021,2.941253,1.872531,,,2.658682,,,,3.002803,,,,,,2.420597,1.125774,2.159236,,,3.194143,2.802075,1.292455,1.003832
,1.284857,,,,,1.997518,,,2.588404,,,2.699094,1.477797,1.975153,,,2.497562,,2.087165,1.115913,1.971344,,1.054912,2.593755,1.241193,,2.362332,,,2.501248,,3.123096,,1.322305,2.176041,,,3.071227,1.379329,,1.498456,,,,2.567973,,1.978996,,,,,,1.564626,2.629981,1.798775,,1.191348,3.037613,,,2.216258,1.648874,3.603986,1.563828,2.551953,1.259438,,,2.239316,,,,,2.020724,1.851338,,,,,1.027161,2.256352,2.045192,,,,2.388610,1.967147,1.308103,1.323990,2.546914,1.803195,3.178336,,,,,,,1.013233,1.010909,3.907737,,1.201728,,1.931700,1.668358,1.982733,1.990530,,,2.148537,1.581662,2.305848,,1.896110,1.608153,,,,1.502635,1.675045,1.846057,1.718305,,1.326100,,1.108948,,1.574542,,1.657962,1.743449,2.402780,,,,,2.617854,1.010318,1.793172,3.456106,,
,,,1.356347,,2.579291,,2.225454,,2.263585,,1.642447,1.221828,2.418553,,2.235107,1.883420,,,2.775326,,,,,,,,2.652411,1.611550,,1.930924,,2.040749,,,,1.283321,,,,1.926545,,1.992247,,2.178607,,,,,,1.041287,,1.205997,,,1.860759,,1.428558,2.174963,,,,,,,,,1.155133,1.017881,1.140060,,1.674144,2.009609,2.140004,,,2.968924,,,,1.706673,1.159371,2.526672,1.880932,1.839568,3.069685,1.733982,1.917199,,,2.745901,1.617985,2.134879,,1.647048,,2.126715,1.350826,2.223586,,3.257767,1.996618,,,1.286354,1.174105,1.844702,,,1.087305,1.657834,1.925148,,2.484319,3.736455,2.019288,,,,2.320705,2.847968,,1.084567,1.084429,2.523304,,2.200756,,1.003863,2.161095,,,,,1.378976,2.694408,,1.031380,1.557553,1.467662,,,,
,,,1.556388,,2.379517,1.614114,1.074241,,,3.047802,1.342322,2.029076,1.360741,,1.012103,1.860180,,1.286058,,,,,,,1.032840,2.615159,,1.864926,,,2.967384,1.711859,2.388533,,2.312920,,,1.640583,1.103451,3.217643,,2.966629,2.302223,,,1.105543,,3.233372,1.905881,2.065434,,,,,,2.763509,1.675130,1.674660,,2.532780,,,3.358736,,,,1.854731,,1.368099,,2.104603,,1.027226,1.382172,1.154442,1.144665,,,1.402723,,1.932474,,,,,1.272504,,,,1.507827,,1.289615,,,2.731577,1.063886,1.041811,1.163353,2.681982,,,2.221520,1.330848,,2.024825,1.947421,2.886610,,,,3.637428,,1.694128,3.130465,,2.316858,2.742172,1.141924,,1.809424,,,2.099219,,,1.388685,,2.754909,1.089174,2.960507,,,2.122461,,2.542058,1.111428,1.045125,,,,1.841646,1.681960,2.661431
2.479768,1.583916,,3.725296,,1.004317,1.746934,,1.017132,1.406723,2.834502,,,,,,,1.245928,1.779789,,,1.234927,,1.210600,1.077863,,,,,,,,,1.788710,,,1.803639,3.803805,,1.133805,1.088920,,1.000010,,1.201864,3.413903,,,,1.122353,,1.995905,1.847082,2.875325,,3.035455,1.280609,2.138351,1.142610,,2.850210,2.584834,2.301885,,1.736365,2.711522,,1.385334,,,1.136171,,1.052707,1.765520,,,,1.451201,,1.573077,,,2.570191,1.597545,1.503064,,1.749322,1.918663,1.161703,,,,,,,2.294557,,1.326716,2.033044,,,,1.504534,,,2.719942,,2.072759,1.441527,,2.287474,,,,2.346022,,1.245569,2.591891,,1.959150,1.503863,1.709057,2.494422,,1.729298,,1.247402,1.399678,,1.757397,,3.220474,1.041708,,1.832450,,,1.760779,,,2.637749,1.335503,,
