30
13.07,14.72,12.27,4.48,12.74,11.07,2.02,4.81,9.22,8.41,5.48,15.99,4.04,10.21,24.75,5.58,11.40,8.57,13.44,13.83,8.89,3.41,6.04,8.13,21.16,9.14,18.41,8.56,11.05,18.59
22.67,15.31,22.47,14.68,15.44,21.28,12.23,5.40,9.81,11.11,7.72,18.70,10.21,10.80,34.34,15.18,11.99,18.78,14.04,14.42,9.48,13.62,16.24,18.34,21.75,11.30,19.01,9.15,13.75,28.19
11.67,30.69,20.76,20.28,37.48,35.82,26.77,28.94,33.35,33.16,30.23,40.74,24.75,34.34,12.31,19.17,29.51,33.32,37.58,29.80,24.86,28.16,30.79,16.63,37.13,23.05,34.39,32.35,35.79,6.16
7.49,11.52,16.58,10.06,18.32,16.65,7.60,9.78,14.18,13.99,11.06,21.57,5.58,15.18,19.17,7.76,10.34,14.15,18.41,10.63,5.70,8.99,11.62,12.45,17.96,3.88,15.22,13.18,16.63,13.01
17.83,10.47,23.67,15.88,16.35,19.85,13.42,6.59,7.05,12.03,8.07,19.61,11.40,11.99,29.51,10.34,5.68,19.97,11.28,9.58,4.64,12.19,14.82,19.53,16.91,6.46,14.17,2.84,14.66,23.35
21.65,23.29,20.84,13.05,21.15,19.48,6.55,13.38,17.79,16.82,13.46,24.40,8.57,18.78,33.32,14.15,19.97,13.10,22.01,22.40,17.46,11.82,14.45,16.70,29.73,17.55,26.98,17.13,19.46,27.16
25.91,18.55,25.71,17.92,13.53,21.87,15.46,8.64,4.23,9.21,10.96,16.79,13.44,14.04,37.58,18.41,11.28,22.01,8.46,17.65,12.72,14.21,16.84,21.58,24.98,14.53,22.24,12.39,11.84,31.42
18.13,10.77,26.09,18.30,19.06,12.81,15.85,9.02,13.43,14.73,11.34,22.31,13.83,14.42,29.80,10.63,9.58,22.40,17.65,9.18,4.94,12.48,15.11,21.96,17.21,6.76,4.59,12.42,17.37,23.64
13.19,5.83,21.15,13.36,14.12,15.20,10.91,4.08,8.49,9.79,6.40,17.38,8.89,9.48,24.86,5.70,4.64,17.46,12.72,4.94,3.63,7.54,10.17,17.02,12.27,1.82,9.53,7.48,12.43,18.71
16.48,13.37,15.68,7.89,9.33,7.66,5.27,8.22,9.98,5.00,8.89,12.58,3.41,13.62,28.16,8.99,12.19,11.82,14.21,12.48,7.54,5.26,2.63,11.54,19.81,5.73,15.89,11.97,7.64,22.00
19.11,16.00,18.30,10.51,11.95,10.29,7.90,10.85,12.61,7.63,11.52,10.89,6.04,16.24,30.79,11.62,14.82,14.45,16.84,15.11,10.17,2.63,5.26,14.17,22.44,8.35,18.52,14.60,5.94,24.63
4.95,22.85,4.13,3.66,20.87,19.20,10.15,12.94,17.35,16.54,13.62,24.13,8.13,18.34,16.63,12.45,19.53,16.70,21.58,21.96,17.02,11.54,14.17,7.31,29.29,16.33,26.55,16.69,19.18,10.47
25.46,6.44,33.42,25.63,26.39,27.47,23.18,16.35,20.76,22.06,18.67,29.64,21.16,21.75,37.13,17.96,16.91,29.73,24.98,17.21,12.27,19.81,22.44,29.29,12.88,14.09,21.79,19.75,24.70,30.97
11.37,7.65,20.46,13.61,15.05,13.39,11.00,5.90,10.31,10.73,8.22,18.31,9.14,11.30,23.05,3.88,6.46,17.55,14.53,6.76,1.82,5.73,8.35,16.33,14.09,3.63,11.34,9.30,13.36,16.89
22.72,15.35,30.68,22.89,23.65,8.23,20.43,13.61,18.01,19.32,15.93,26.90,18.41,19.01,34.39,15.22,14.17,26.98,22.24,4.59,9.53,15.89,18.52,26.55,21.79,11.34,9.18,17.01,21.96,28.23
20.67,13.31,20.83,13.04,13.79,19.63,10.58,3.75,8.16,9.47,5.23,17.05,8.56,9.15,32.35,13.18,2.84,17.13,12.39,12.42,7.48,11.97,14.60,16.69,19.75,9.30,17.01,5.68,12.10,26.19
24.12,18.26,23.31,15.52,6.96,15.30,12.91,8.35,7.62,2.64,10.67,4.95,11.05,13.75,35.79,16.63,14.66,19.46,11.84,17.37,12.43,7.64,5.94,19.18,24.70,13.36,21.96,12.10,5.27,29.64
5.52,24.54,14.60,14.13,31.33,29.66,20.61,22.79,27.20,27.00,24.07,34.58,18.59,28.19,6.16,13.01,23.35,27.16,31.42,23.64,18.71,22.00,24.63,10.47,30.97,16.89,28.23,26.19,29.64,11.03
