48
,,1.948939,1.170140,,,2.669698,1.285965,,,1.462490,1.168361,1.295831,1.591942,2.686715,,,,,,,,1.363198,1.017940,,,,,,,2.243174,,,1.525223,,,,,1.983603,1.692884,1.366631,1.281926,1.176512,1.651811,,1.649802,1.547408,1.081450
1.364867,1.473609,,1.285382,,1.263646,1.596507,,1.313871,,1.127580,1.430488,,,,,1.111209,,2.151748,1.338642,1.316727,,,,,1.403118,,1.288485,,,,,,1.522204,,,1.380071,,,2.401343,1.146234,,1.393534,,,,2.186581,1.427270
1.874390,,,1.650442,1.269714,1.071121,2.756983,,1.361683,1.104796,,1.093155,1.540662,,1.006581,,,,1.021805,1.994961,1.043246,1.754375,,,,,1.078238,,1.606926,1.593562,1.675728,2.523983,1.134495,1.673076,,,1.551118,,,1.740789,1.403228,1.300550,2.467379,1.003252,,1.008583,1.281117,1.240918
1.285992,,,1.455471,1.185153,1.393177,1.828295,1.603790,1.342634,1.129197,1.527820,1.990993,1.367002,,,,1.746080,1.902806,,,,,,1.358477,,1.313688,,,,1.239648,1.738836,1.355522,,,,,,,1.098506,,,,2.222488,1.308239,,1.291653,2.088489,
2.172502,,1.543961,,1.993425,1.184647,1.402214,1.042804,1.007605,,,1.056157,1.633647,1.391228,1.069632,,1.323809,,1.229889,,1.073170,,,2.249253,1.945369,,,1.322088,,1.242258,2.717065,1.406985,,,,1.536234,2.464829,,,,1.625316,1.923466,,1.651191,1.463155,1.266290,,1.617566
,,,,1.349624,,1.975118,,,,,,1.391096,1.805098,,1.054608,2.132860,1.337001,,1.274532,,,,2.494415,1.834721,,,1.143004,,1.185465,,,,1.524161,,,1.367065,,1.035194,1.593325,,,,1.612581,1.948402,1.255157,,1.593633
1.766484,1.278907,,,,1.461676,2.056986,1.212557,1.680196,,,,,,,,,1.243025,,,1.168679,1.771513,,1.027987,,,1.132494,,1.527249,1.891815,1.254942,,,2.345493,1.830581,1.379746,1.486689,2.176008,1.640644,,,,,1.031234,1.666524,1.636278,1.426069,
2.511785,1.611120,1.153774,1.447860,,,,1.526264,,,2.025911,1.861057,2.200887,,,1.618621,,1.766157,2.132073,,1.486449,1.446113,1.870657,,1.240898,1.124353,1.025544,1.425441,,2.219901,,,1.584365,1.142956,2.163585,,,,,1.360001,1.494585,1.461557,,,,1.095266,1.666939,
1.198955,1.451448,1.175519,1.344995,1.320690,2.603541,1.919710,,1.454715,1.330601,1.361219,,1.837085,1.015338,,,2.083364,1.038103,1.119915,,1.005210,,1.489443,,,,,1.247249,2.204697,,,1.103065,,,,,,1.666295,,1.657760,,1.052821,,1.005951,,1.269809,1.255462,
,2.123542,1.632850,,,1.076193,1.352099,,1.861165,2.140071,,,1.612115,,2.473525,,,,1.801764,1.327181,,,,,,,1.692054,1.431997,,,,,1.660735,,,1.495969,,,,,1.146630,,1.449621,,1.647817,,,1.289695
,1.310802,2.180934,,1.595028,,1.337828,,,,,1.234192,,1.429770,,1.222174,,1.388772,1.007300,1.042431,,,,,1.467609,1.789145,1.835573,,1.109129,,,,,1.153072,1.503951,1.355676,,,,,1.471057,1.051144,,,,,1.885075,
1.859810,,1.357195,2.000194,,,1.521498,1.234888,,,,,,1.257443,,,1.719380,1.079012,,1.703765,1.624358,,,1.313115,,1.582939,1.169567,,1.416655,1.499180,1.759475,1.237527,,1.504235,1.492144,,,,,,,1.054391,1.528817,1.020573,,1.337666,,
1.108180,1.131050,,1.692521,1.063107,,,,1.896507,,1.161692,,1.969199,,,1.285403,,1.044651,,2.020642,1.839138,1.832925,2.383417,2.323365,,1.268181,1.696898,1.614448,,1.111174,1.093250,1.331365,,,1.919907,,,,,,1.695305,,1.488856,1.511782,,1.343559,,
,1.701816,,,1.242629,,1.545270,1.137009,,1.232236,,1.673723,,,,1.538256,2.213119,1.401995,1.734754,1.100395,,,1.402951,2.190111,1.315695,2.041886,,2.180467,,,,,,1.335632,,1.001686,1.311507,,1.541332,1.473223,1.556989,,,1.736799,,1.612694,,
1.014670,1.818266,,,,1.653661,,1.064531,1.142633,1.116266,,1.391048,,,1.809874,1.520875,1.379318,,,1.083007,,1.940213,,1.516091,1.414775,1.442620,,,1.236094,,,,,1.602969,1.219146,,1.403194,1.867332,,,1.655392,,2.094364,,1.764991,,1.509291,
,1.457923,,1.322404,1.237448,1.058428,,1.593541,,1.847262,,,,1.206024,1.263093,,1.794217,,,1.086207,1.020540,1.905992,,,1.666947,1.065344,2.252989,2.052450,2.029129,,1.945938,1.514278,1.802161,1.901179,,1.000757,,,1.282062,1.632275,2.330631,,1.627663,1.227464,,1.314517,,1.187174
,1.744778,1.391958,2.114481,,1.212006,1.315760,1.575318,,,1.215578,2.244747,1.308271,1.154067,,1.844358,1.166499,2.238054,2.182511,2.922503,,,2.087655,,,1.254464,1.522325,1.541832,,,,,,1.012840,1.047185,1.181449,1.400799,,,1.323523,1.458112,,,,1.260278,,1.013664,
,,1.752721,1.083300,2.577151,1.707067,,,,1.602545,1.790060,1.042585,,1.613209,1.021531,,1.890396,1.343764,,,1.281586,2.057107,,1.477298,1.550095,,2.017278,1.299594,1.293241,1.830364,,1.758670,1.170100,1.264913,,1.026731,,1.008127,,1.092153,1.678432,,,,1.516442,,1.136871,
1.063169,,,,,,1.136025,2.558722,1.232748,1.172310,1.689448,,,1.147954,1.478673,,,,,,1.140292,2.015567,,1.710032,2.235475,1.923261,1.669150,1.518866,1.630032,,,,1.057278,,,,,,2.301331,,1.019111,,,1.041923,1.299721,1.544848,,
1.222426,2.317800,,,,,,1.327639,,,,1.235537,,,,,1.042833,1.059169,,,,,,,,,,2.370292,1.595019,,1.558137,,1.937162,1.184038,1.840869,1.290013,1.985402,1.243949,1.366399,1.606545,,1.168224,,,,,,1.872570
,,,1.777063,1.477453,,,,,2.203637,1.232304,,1.998171,,1.007064,,,1.626876,1.760783,1.683905,1.844884,1.523918,,,1.531426,1.191013,,1.470854,,,,1.039760,1.373563,,,,,1.375299,2.305987,1.125751,1.893356,,,1.103682,1.604753,2.202998,,
,,,,2.172700,1.265168,1.126822,2.168760,,1.559043,,,,,1.533133,1.234119,1.481240,1.156283,,,1.670203,1.243846,,,,,,,,1.416088,1.535001,,,,1.023208,,,,,,,1.047645,,,1.711931,,,
1.231845,,1.853833,1.460497,2.132126,,,,,1.652399,1.277000,1.532037,1.515775,1.664634,1.700782,,1.105537,,2.666271,,1.682879,,,2.151551,1.760094,1.818770,1.387436,,,1.409945,2.104253,1.760397,,1.091947,1.012928,1.352719,,,,1.159534,1.268065,1.078634,1.195754,,1.440920,,1.501529,1.999592
,,,1.523395,,2.240334,1.082178,,,,,1.181512,1.527344,,1.874995,,2.778844,,2.592223,,1.122156,1.234029,,,1.796527,1.741279,2.487097,1.950854,1.147423,,1.836150,2.018301,1.759369,1.232488,,,,1.275617,1.341098,1.275650,,,,,,1.141279,1.094929,1.595766
2.605930,1.356306,,,,,1.043602,2.673971,1.945450,1.537636,,1.511999,1.349458,2.580949,,1.494740,,,1.072349,1.524460,,1.681044,1.471266,1.057571,,,1.233078,,,,1.037143,,,1.441364,,,1.408154,1.341873,,,1.004092,1.191699,,1.087802,1.017044,,1.426800,1.179688
1.135906,1.144061,,,,,,1.514687,1.376979,1.205957,,1.705388,1.646637,,,,,,1.181636,1.377967,1.026723,1.877955,1.305248,1.793939,,1.099435,1.702845,,,,,,1.394113,,1.540422,,,1.222468,1.602600,,1.939207,,,1.864682,1.018751,2.619055,,2.452962
2.434004,,,,1.321133,,,1.542633,,,1.740653,,,1.217979,1.112179,1.683765,,1.373443,1.449758,1.232966,,1.858842,,,,,,1.689356,1.254669,1.256247,,,,,2.151896,,,1.275026,1.656994,1.688932,1.289557,,,,1.059365,,,
