96
1.494378,,1.137651,1.365037,1.653572,1.178902,1.885386,2.060352,,,,,1.753366,1.638149,,1.116756,,1.621774,,,1.153890,,,1.462968,1.105410,1.513636,,,1.269493,1.105942,,,,,,,2.599446,,1.421111,1.534633,,,1.376285,,1.398926,,1.110373,1.417727,1.427318,,1.905929,1.313019,1.078312,,1.593562,,,,,1.056275,,,1.267388,1.985271,,1.073117,1.633391,1.823530,,1.926683,,,2.184830,1.450195,1.326599,1.484557,1.910046,,1.706361,,1.513232,1.853333,,1.060878,1.358345,,1.002551,,1.461921,,1.286514,,1.581792,1.438763,,
,1.081844,,,,,2.345608,1.592760,1.415470,,1.820754,,1.152140,,,1.785516,,,,1.316755,1.435996,1.172168,1.119052,1.926911,1.988049,1.438807,,,1.830917,,1.587258,1.631459,,,,,1.488373,,,,,,1.271379,,1.396123,1.553011,1.026042,1.002900,,,,,,,,1.092301,2.088004,,,1.531371,1.238537,,,1.545567,,,1.840241,,,1.617707,,,1.135434,,1.077576,1.957035,1.663797,,1.353920,1.289094,,,1.897226,1.242678,2.984465,1.172734,1.281925,,,,,,,,,1.974453
1.341815,,2.155706,,1.595447,1.574818,,,,1.053729,1.565144,,,1.043642,1.185359,1.733938,,,1.406565,,1.784008,,,1.092394,,1.804380,,1.339508,,,2.317950,1.393292,1.779283,,1.350213,,,,,,,1.258712,1.364934,1.199160,,1.272488,1.766437,,,,,,,,1.777115,,1.413169,1.756900,1.320931,1.468139,1.143353,1.799887,,1.299697,1.226839,,1.043927,2.252978,,1.345312,,1.314572,1.388283,1.098401,,1.062865,,2.357659,,,1.020876,,1.286159,1.088540,1.078373,,,,,1.359480,,2.246549,,,,
1.612003,,,1.049541,1.161267,,1.446392,,,,1.652262,,,,,,2.251896,,,,,1.008846,,1.122672,1.562674,1.694296,2.153734,,,,,2.220332,2.647762,1.302592,,,1.532266,1.156405,,,1.838048,,,1.240804,,1.865979,1.696884,1.740803,,1.174896,1.117898,1.715042,,,,,1.445923,,1.796731,,1.991881,,1.612166,1.418099,,2.272250,1.192972,1.859204,,1.077673,1.846555,,,1.883711,1.009849,,,,,,,1.647792,,2.240130,,1.078854,1.016362,1.051637,,,1.985172,,,1.665106,1.613753,2.160486
,1.371084,1.064518,2.003352,,,1.999160,1.384642,,1.229797,,,1.343808,2.265038,,1.220292,,1.050279,1.500885,1.539154,,1.841426,2.400615,2.794789,1.595442,,,1.120369,1.121367,1.780444,,2.488170,,,1.471372,,,,1.188905,,1.138197,,1.215364,1.337735,,,,1.338691,1.824306,1.122871,1.124800,1.128539,1.278296,,,1.291843,1.020487,,,,,,,1.028940,,,,,,1.098444,,1.241907,2.488898,,,,,1.192802,,1.450238,1.305394,,1.572550,1.301829,1.458310,1.454759,,1.576833,,,,,1.413336,,,1.467813
,,1.212730,1.668311,1.273414,1.418641,,,,1.254294,1.753376,,1.112330,1.733419,,,,,,,1.152338,1.721747,,1.541043,,1.150326,1.914741,,,,,,,1.566420,,,2.459453,1.710764,1.298647,,,,1.563403,1.765214,1.255670,2.134109,,,,1.958220,,1.516893,,,,,2.116295,,,,1.839277,1.737195,1.758788,,,1.065383,1.128747,,2.043722,,,1.309392,1.481643,,2.112945,2.199210,1.034195,,1.429661,,,,,,2.044999,,1.746182,,,,,,,1.181439,,
1.287067,,1.221148,1.011257,2.220763,,,,,1.415940,1.641952,,,1.228767,1.240217,1.223601,,1.210773,,,1.062336,,,1.951407,2.520829,1.732049,1.173621,,,2.237759,,1.063113,2.231311,1.146528,,,,1.107906,,2.128847,,1.894795,,,,,1.524863,,1.648910,1.204484,,1.686870,,,2.135940,1.077749,1.594230,,2.790186,,1.528105,1.730954,1.258573,1.108947,1.167376,,1.285244,,,,1.585375,1.403074,1.837731,,1.980888,,,1.473660,,,1.447518,,,1.481650,,2.373880,2.279329,1.073014,,,1.911253,,,1.192012,2.269953,
,,1.051488,,1.366949,1.894854,,1.396748,1.779472,,,1.395922,,,1.756785,,,,,,,,1.586454,,,1.008138,2.213086,,,,1.932481,,1.686477,1.202649,,1.219302,,,,1.824394,,1.219511,1.757211,,,,1.245467,,,,1.994458,1.207053,1.777795,,,,,1.951241,,1.580414,1.422576,1.568946,1.620321,1.017469,1.102013,,,2.024268,2.353809,,2.603115,1.714327,,,2.288440,1.274688,,1.298868,,1.714712,,,1.422820,,1.390303,,,,,1.205667,,,1.487217,,1.429993,1.447897
,2.515926,,,1.552730,1.489623,,1.572897,1.086200,1.304124,,1.520537,,1.505984,,1.093891,,1.689107,,2.160653,1.430502,1.296110,1.037192,1.359007,1.586058,,1.097909,1.565319,,,1.150649,1.027659,1.136050,1.149261,,1.662159,1.588024,,1.367358,1.737493,1.342271,1.436394,,,,1.267185,2.550509,2.215261,2.548581,1.918759,1.131715,1.397644,1.574038,,1.965593,,1.387462,1.273426,,1.214159,1.128623,,1.018014,,1.063001,,1.498023,1.197628,1.297924,1.959513,,,2.081660,1.721523,,,,,2.054937,1.140129,1.454833,1.356305,1.015039,1.034299,1.394076,,,,,,,1.884904,1.290666,2.252845,,
,,1.477035,,,,,1.934978,1.206889,1.139637,,,,1.303654,,,,1.343836,1.145657,,,2.126458,1.388682,1.655646,,1.385388,1.341793,,1.378286,,1.727354,1.084472,,1.653002,,,,1.508963,1.194097,1.710493,,,,1.214466,1.566257,,,,1.304082,,,,1.444424,1.131138,1.057826,,1.559620,,1.178914,,1.702409,,,,,,,1.107761,1.013050,,1.931101,,,,,,,1.815227,2.022012,1.143341,1.610351,1.602647,1.164091,1.168819,1.167769,,,,1.069465,1.168368,,1.670837,,,2.190540,
,,,,,1.899493,,,,1.496711,1.576450,,2.259034,,1.681030,,,,1.163043,1.813061,,1.653815,1.342048,,1.076101,,2.177126,1.028708,1.638429,,2.577576,,,,1.028051,,1.482612,1.080834,,2.051472,1.703007,,1.729584,,,,,1.481088,1.802609,1.363046,1.265955,,1.402847,1.078259,,1.492150,1.869474,2.374672,1.021093,,,1.316070,,,,1.641953,1.138406,,,1.881852,1.162128,2.725717,,1.158594,1.614887,1.117043,,1.015435,1.069968,,,,,1.648264,,,,,,1.138526,,1.841042,,1.407101,2.089831,
1.780403,1.257259,,1.573796,1.244449,,1.004511,,1.497407,,1.777754,1.547658,1.147153,1.293309,,1.417889,1.354542,,,,,,1.484962,,1.029394,,,1.091239,,1.789479,1.120400,1.476237,,1.389464,1.109233,,1.062290,1.390573,,1.224594,2.224655,1.042228,,,,1.181778,,2.563653,,,,,1.051226,,1.131030,,,1.839937,1.072550,,1.110185,1.067199,1.117565,,1.345272,1.486124,,,,1.508177,,,,1.707077,,1.946575,,,,,1.305726,1.775502,1.279027,1.499516,1.006419,1.005461,1.587292,1.737810,,,,1.515647,,,1.004235,1.133373
1.223046,,2.541165,,1.153552,1.019403,1.294152,,,1.843887,1.279310,2.153001,1.804699,1.787546,,1.390701,2.099383,1.563458,,,1.759247,1.763803,,1.037350,,1.403350,1.835821,1.980111,1.582385,1.159557,,1.127439,2.036779,2.133380,1.838654,2.530262,1.807698,1.155521,,,2.073869,1.544937,1.727118,,,,1.399634,,,1.316727,1.285012,,,,,1.575026,,,1.144936,,,,,,1.213847,,1.836344,2.215547,,,1.532277,,,1.811766,,,,1.933499,1.872475,1.067817,2.450494,1.434762,1.409960,1.501298,1.063237,1.939804,1.747149,,,1.258283,,1.137374,,,1.522841,1.232099
2.191184,1.044828,1.440854,,,,2.583866,,,,2.061300,,,,,,,,,1.022916,1.467622,,,,,,1.105040,,,,1.053204,2.341837,1.543541,,,1.300189,1.054043,,,1.302571,,,,,,,1.149702,,1.512871,,1.079063,,1.457249,1.695453,,,1.206623,2.170095,1.449978,,2.117299,,,,,,,,,1.214408,1.050938,1.700625,1.446833,1.042188,,,,,1.079201,,,1.626619,1.078535,1.502443,,,1.226294,1.529503,,2.578469,,1.784162,,,1.270852,
,2.063314,,1.248002,,1.108997,1.073774,1.195550,1.743222,1.402098,,1.470078,1.185357,,,,1.018062,,,1.391236,,1.539269,,,,1.564511,1.440893,,,,,,1.385721,1.625683,,2.195635,1.028218,2.249816,,1.168310,,,,1.248762,,1.172151,1.025329,,1.538823,,,1.087424,1.150594,1.662845,,2.769694,,2.181947,1.778066,,1.803678,,1.018791,,2.318378,,,,,,,,1.501249,1.374568,,1.382509,1.999243,1.440927,,1.386357,1.477223,1.705382,1.761413,,,,,1.413827,1.094520,1.313843,,,1.029171,1.747433,,
,2.190159,,1.028827,,,,,1.740149,,,1.102684,,1.281787,,,1.472705,2.343570,1.684531,,1.560539,,1.483025,1.325083,,,1.126503,,,1.364128,2.250355,1.419297,1.234742,1.407645,,,2.054775,,2.039863,1.723659,1.676572,1.113342,,,,,1.017129,1.305612,1.715869,1.906219,,1.538320,1.254388,1.514276,,1.588106,,,,2.039588,1.878783,,,,,2.198851,1.497737,,1.471248,2.070495,,1.668069,1.663062,,1.064852,1.576554,,1.078756,1.256221,,1.217655,1.917605,1.096608,1.319975,1.126894,1.986029,1.820333,1.826626,,,1.547284,,1.733410,2.109819,1.394271,
1.545761,1.350721,1.600775,,1.406182,1.655278,2.329647,1.890082,,1.186723,,,,1.099206,2.017638,1.772351,1.400547,1.896134,,,1.614868,1.257385,,2.289201,1.221055,1.528321,,1.536167,,,,1.206524,,,1.158085,2.155564,2.108116,2.212159,,,,1.355391,,1.253125,1.357769,1.998549,1.826333,,1.505389,1.195890,1.569145,,1.941819,,1.294150,,1.275681,1.832986,,1.715583,2.251375,1.278102,1.722241,,1.303699,1.355604,,1.555334,1.651943,,,,,,2.206823,,1.244583,,,1.606404,1.968765,1.348531,1.514319,,,1.648546,,,1.489682,1.387339,1.658884,1.432138,1.745311,1.963855,1.459674,
,,,,,,,,,1.225551,,2.021115,1.881051,1.253041,1.024830,,,1.282185,1.069005,1.786417,1.547386,,,1.209011,1.529175,2.906404,,,1.545928,1.008832,,1.391507,,,,,1.481398,,1.596550,1.823533,,1.057202,,2.214504,,2.222283,1.397220,2.032671,1.084658,,1.543186,1.237743,2.604467,,1.859926,,1.547261,1.122000,1.078296,1.229207,1.206151,,1.034389,,,1.210379,,2.158765,,,,,,,1.503696,1.337026,,2.055752,1.785498,,,1.661572,1.415834,1.195328,,1.968858,,2.034525,,2.283806,,1.762076,1.527083,1.178506,1.672220,1.524207
,2.674719,,1.495384,1.019031,1.423166,1.401365,,1.623964,,,,,2.154395,,,,,1.857107,,1.867544,,1.062557,,,1.621586,1.706777,1.709547,,1.294280,1.066396,,1.449348,2.166992,1.978194,,1.672162,1.040019,,1.132064,1.726109,1.630042,,,1.305886,,,1.229727,,,,2.258362,1.424728,,,,,1.187984,,,2.016770,,1.399595,1.167035,,1.165130,1.250748,,1.375946,1.288457,,,1.778084,1.083533,,1.614541,,,,1.160060,,2.357226,1.214674,,1.050770,1.910924,2.174796,,,1.441318,,1.452360,1.328186,,,1.236946
,2.451982,1.127908,1.716163,,1.569782,1.520832,,1.170751,1.416806,,1.176503,,,,1.297241,1.540347,2.060769,,,2.201356,,1.179352,,,2.217907,,,1.452156,,1.861002,,1.494321,,,1.203358,,1.595944,,1.038834,1.731037,,,,,,,1.365887,1.583079,,1.638903,,,1.961297,1.343300,1.096482,,,1.706918,1.859600,1.188796,1.949446,1.188396,,1.489086,1.301887,1.276923,1.099763,,,1.963452,,1.546009,,,2.027675,2.396182,1.146014,1.106488,1.078700,1.177226,2.539487,1.507409,1.797037,,1.443145,,2.470155,1.374080,1.952815,,,,,1.318494,
1.207748,2.426275,1.644918,,,,,,,,1.070366,1.426987,,,,1.602385,,1.737624,,1.512427,2.284477,,1.271371,,,,1.493307,1.452069,1.242278,2.434792,,,,,1.611772,,1.202228,2.019957,,,,1.838210,,,1.004720,2.018810,1.912884,2.555226,2.554392,1.346079,,,,,,1.036012,2.165689,1.937961,,1.028301,,,,,,1.788667,,,1.275117,1.287069,,,1.662791,,1.274726,1.016315,1.166797,,,2.039971,,,,1.430963,1.026695,2.663337,,1.785627,1.471139,,1.039594,2.199714,,,,
1.340947,1.438299,1.162177,1.303083,,,1.370510,,,,,1.113699,,2.302116,,,1.206130,1.169958,,1.429784,2.028080,,1.914568,,1.879750,1.763327,2.031267,,1.431615,2.002793,1.283898,,1.741737,,1.044588,,,,1.308980,1.606685,,1.097874,,,,,1.591731,1.285150,1.771394,1.197902,,,,1.382991,,1.666438,,1.840194,1.211762,,,,,1.288105,1.860623,,,,1.024919,1.736468,1.124557,2.017101,,,,,1.717449,1.150894,1.490476,1.851919,,2.909795,,1.772061,1.346535,1.264255,,,,1.750435,1.101161,1.968220,1.069638,,,1.417447
1.817900,1.520041,1.736514,,,,,,,1.213934,,,,1.268063,,,1.161317,,,,,,1.799392,1.457175,1.088287,,2.040215,1.136028,,,2.529736,,,1.364124,,1.739836,,,,1.214057,2.071792,,1.960471,1.182722,,1.319647,,2.237087,1.727225,1.190138,2.324905,1.516565,1.206491,,,,1.170717,1.313236,1.257823,1.587087,,,,,1.744962,,,1.152874,1.383668,,,,1.171428,,1.440730,1.741733,1.660845,,,1.533779,,2.200705,,,1.004465,,1.749246,1.593407,,1.845428,1.634717,,1.149906,,2.180611,
1.800812,,,,,1.572416,1.738352,,,2.417719,1.660233,,1.870521,1.399057,1.235221,,2.426519,,,,1.129404,,,,1.254283,,1.039825,,1.602912,1.173760,1.718499,,2.149606,,,2.294197,,,,,,1.426754,1.050085,1.389237,,1.962087,1.085886,,,,1.145849,1.819135,,1.514690,,1.270348,1.512946,1.553414,,,,,,,1.429784,1.253318,1.340060,,1.413802,,,1.094392,,1.781970,,,2.274434,,,,,,1.200732,,1.421693,,1.309189,,1.366795,,1.235652,2.129658,,1.171090,1.557173,1.027816
1.562424,,,,,1.540648,1.271167,,,1.268847,2.071603,1.538914,1.145737,,1.818729,,2.152463,2.554453,1.056045,,,,,,,,1.370733,1.014284,,1.833478,,1.329496,1.579267,1.151164,,,,,,,1.498710,1.778717,,,1.274591,2.105202,,,,,,,1.690062,2.156636,,1.842702,1.274537,,1.839093,,1.520614,2.132502,,,,1.639927,,1.010706,1.026568,1.366923,,1.434397,,1.497048,1.864519,,1.050386,1.359511,,1.825086,1.968103,1.276749,,,,1.166837,,,1.619512,1.377624,,1.921928,,1.692907,,
,1.300570,,1.606707,,,1.240084,,,,1.280274,,,1.089394,,1.228130,2.019478,,,,,,1.620319,,,,1.389607,,2.437637,1.975014,1.655587,,1.998190,,1.348283,,1.640930,,,1.614932,,2.428097,1.441740,1.790750,1.050555,,1.050576,1.328211,1.173399,1.772466,1.104567,1.689794,1.309393,,,,1.179113,,1.727821,1.915836,,1.602772,,,,,1.481069,,,,,,,,,,1.940217,,,1.547397,,,1.700471,,2.160637,1.919281,2.179431,1.137628,1.612980,1.763569,1.367995,1.717856,1.697965,1.934479,,1.200402
,1.295523,,,1.189905,2.870007,,2.190286,1.248820,1.389562,1.259963,,,1.352595,,,1.015091,,2.070392,,,,1.010474,1.749414,,,2.074205,1.131428,,2.040972,,1.519514,1.005643,,,1.257615,,1.279673,,,1.756753,1.593283,1.209532,1.566341,1.966296,1.533102,1.767497,,,1.925675,,1.248285,2.291418,1.184590,,1.811658,,,1.459733,1.516833,1.155499,,,1.704490,1.409364,,,,,1.352552,,2.003956,,1.123197,1.100768,1.581186,1.550914,2.405933,,2.211005,2.124065,1.134081,1.846495,2.159308,1.258612,,1.913667,1.987542,,,,1.043270,1.056326,1.390282,,1.652696
,,1.743058,,1.684399,2.106788,,,1.120936,1.869447,,1.440994,1.581489,,,1.088714,1.542672,,,,,,,,,1.176487,,1.498887,1.038412,1.664896,,1.262982,1.272497,1.103805,,,1.418905,,1.426450,1.291983,,1.305621,1.926106,1.162435,,,,,1.302017,,1.293197,,1.243429,,1.678098,1.373262,,,,1.866453,,,,,1.316401,1.677271,,,,,1.161660,1.417252,,,1.902188,1.113123,,,,1.182497,,1.820134,1.433279,1.375957,1.285424,1.007090,,1.418013,,1.196067,,1.892511,,1.725343,1.026641,
1.031634,1.380237,1.558288,1.113071,1.657657,,1.363032,1.438650,,,,,1.996707,,1.039541,1.481345,1.205719,1.626007,1.819137,1.683354,1.403216,,1.306332,,1.950981,1.198974,,,,,1.709618,,2.186683,1.097568,,1.695496,,1.596046,,1.509048,1.290184,,,,,1.849920,,2.190831,2.165892,,2.091668,,,1.544498,,,,1.509496,,,1.011785,,1.810917,1.679804,2.681890,1.439769,1.639053,1.374783,,1.850789,1.487772,2.050865,,1.636484,1.216221,,1.271000,1.277268,1.077467,,,,,1.281078,1.394178,1.720102,,,,1.223865,1.286582,,,1.293358,,1.898829
1.314598,1.626621,,1.428550,2.011729,1.546045,,,,2.358302,2.088077,1.408687,,1.057677,1.776098,2.072928,,,1.246280,,1.062034,,1.426420,1.013501,,1.702083,,,,1.084155,1.563696,,,,1.391145,,,,,,,,1.382826,,,,,1.368170,1.009558,,1.114628,,,1.493524,,1.167925,,1.263363,,1.188012,,1.670764,1.493630,,1.981449,1.413267,1.747167,1.190707,1.102208,,1.381684,1.530344,1.293006,,1.254316,1.797170,,1.366866,,,1.308321,,1.083512,1.754068,,,,1.618465,,1.459677,,,1.234671,1.291905,,1.184886
,1.683092,1.372622,2.198694,1.540029,,1.021343,1.435235,1.152492,,1.321390,1.515423,2.218104,,,1.813800,,1.235354,,1.012486,,1.810970,,,1.263985,1.287666,1.588182,1.012821,,1.489244,2.036261,,1.644385,,,,1.188816,,1.455427,1.546765,,2.106456,,,1.000167,2.217209,2.201561,1.170344,1.503963,1.186507,1.196144,,,1.116987,,,1.131954,1.628407,1.451371,2.903793,1.699968,,1.418506,,1.346265,,1.049128,,1.825398,,1.460435,1.724654,1.125587,1.837285,1.217271,1.457284,1.065167,1.193791,1.032657,1.144108,,,1.372879,1.992440,,1.541238,,1.222352,2.197875,,1.667970,,1.106743,1.314359,1.032588,1.364981
1.478663,1.346015,,,,1.028587,,,,,1.590351,,,1.074119,,2.267943,1.728395,,2.454369,,1.706151,,1.395732,1.025339,1.247038,1.509554,1.509396,,2.196838,2.065236,1.247941,,1.237576,1.091595,1.705020,1.965546,1.259594,,1.448063,2.283858,1.933214,,,,,,,,,1.282529,1.612331,1.455318,,,1.614079,2.038173,,,1.401437,,,1.701007,1.636154,1.033943,1.179409,1.301381,,,1.694198,,,,,,,2.228802,1.508888,1.497026,1.043972,1.213512,,,1.918923,2.507320,,,1.718284,1.327590,,1.022024,,,,,1.670781,1.780963
1.186643,,1.177085,,,1.161338,,1.438137,,2.230029,,,1.401714,,,,,,,1.629461,1.741403,,1.779794,1.344366,,,,1.915359,,1.506770,,,1.616528,1.130941,,,2.160439,1.042712,1.630446,,2.127664,1.184490,,1.010725,1.973124,,1.311847,,2.559557,2.008266,1.327292,1.634738,,1.460204,,,,1.340196,,,1.047218,,,1.004274,,1.421541,,,,,,1.172098,,,1.059517,1.079982,,1.650137,,1.459675,,,,1.111028,2.349697,1.570896,1.206273,2.192724,1.326303,1.149380,,2.278465,,1.748802,1.631447,1.588019
,1.833923,,,,,1.572561,1.956526,,,1.340626,,1.065156,,,1.747742,,,2.209230,,,1.085393,1.414469,,,,,2.619058,2.085657,,,1.872313,1.521381,1.049080,1.131502,1.428730,1.223935,,1.688739,,2.229828,1.471138,1.442176,,1.285846,,1.084988,,,1.601330,1.106403,,,1.292370,,,2.231788,1.378256,2.013888,1.838056,1.046407,,1.835308,,1.574563,1.761239,1.208248,,1.754187,2.042128,1.977508,1.821288,1.054117,,2.375628,1.544273,1.177394,1.187635,,,,,1.777940,,1.275501,2.332887,1.799550,,1.442093,,,,1.353959,,,
1.911407,1.930060,1.638944,,1.812846,1.115717,,,,1.060422,,1.459143,1.065169,1.658146,1.033526,1.359611,,,2.058110,1.448959,,1.225871,,1.416146,2.068164,,1.329200,,,,,1.145296,1.352909,,1.274931,2.347012,,,1.979230,,1.122758,,1.588279,,,1.876681,,1.601420,,,,,,,,,,,,1.255478,1.552537,1.704446,1.803407,1.150730,1.444044,1.108246,,1.285205,,1.003096,,,2.251482,1.386218,1.712500,,1.237543,2.200002,,,,1.162153,,,1.453116,1.827151,1.784748,,,1.531222,,1.963977,1.900121,1.390792,,2.397246
,1.459959,1.285617,1.404427,1.362167,1.736564,2.940994,1.334081,2.017579,1.103277,1.647689,1.190912,1.137901,1.163737,,,1.637370,,,,,1.619010,1.724189,1.907014,,,,1.015691,1.411957,,,,,1.191466,,1.027797,,,1.989155,1.166490,,2.060577,,,,,,,1.037330,1.984051,1.486888,,,1.844097,1.061904,,2.579568,,,,1.417585,,1.419233,,,1.913470,2.273825,,,,1.887677,1.130860,,1.193453,1.654255,,,1.105970,1.264839,,1.355758,1.940526,,,,2.223339,,,1.284711,2.464673,1.023098,1.943075,,,,1.840619
1.044926,,1.150091,,1.012543,,,,,1.570580,1.297325,,2.041716,,1.522672,1.654758,1.396404,1.345723,,,1.160575,,1.252335,,,1.441298,,1.105056,1.750226,,1.306167,,1.706107,2.002367,,1.129182,2.414086,1.448035,1.929186,1.766933,1.554213,1.483683,,1.720480,1.342791,,,1.513913,,2.391659,,,,,1.358362,,1.105096,,1.069079,1.432396,1.619112,1.863278,1.084393,1.997239,,,,1.030811,,1.712631,1.665214,,,1.311243,,1.207503,1.220205,1.146221,1.491055,2.153934,,1.329123,1.226389,,1.706714,1.197231,1.143247,,,1.629054,,1.561076,,1.063448,,1.098510
,,1.380952,1.143559,1.903326,,1.152286,,,1.890188,,1.903125,1.436995,1.681350,,1.577261,,,1.484192,,1.764713,,,1.050884,,1.000706,,,,,1.187645,1.487348,,1.322757,1.082863,,1.748549,,1.847060,1.364108,,,,1.983467,,1.613021,,,1.864433,1.111247,,1.259213,1.160653,1.444881,2.376155,1.093357,1.472233,2.536828,1.439468,,1.952417,1.756062,,1.430366,,,2.082478,,1.612227,1.282735,,,,,1.486177,,,,1.153597,1.848584,1.005358,,,1.703329,,1.073734,1.673234,1.238675,,,,1.152822,1.949234,1.020796,,
